//0																									
//Oxygen, 1.07
//Nitrate, 1, 1, 0,0
//pH, 1, 0, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		999.49	0	4.0992	0	34.4748	0	27.308	0	35.20	0	10.87	0		8	7.7015	0	7.4598	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		951.21	0	4.249	0	34.4626	0	27.282	0	32.10	0	9.94	0		8	7.6727	0	7.4339	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		901.53	0	4.3986	0	34.4432	0	27.249	0	28.36	0	8.81	0		8	7.6621	0	7.4246	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		851.3	0	4.5451	0	34.4165	0	27.21	0	24.93	0	7.78	0		8	7.6490	0	7.4130	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		801.55	0	4.6396	0	34.3971	0	27.183	0	23.01	0	7.19	0		8	7.6403	0	7.4047	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		750.76	0	4.7518	0	34.3243	0	27.11	0	20.33	0	6.37	0		8	7.6193	0	7.3854	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		701.02	0	4.9454	0	34.2599	0	27.034	0	19.90	0	6.26	0		8	7.6087	0	7.3767	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		650.7	0	5.1954	0	34.2008	0	26.955	0	25.04	0	7.92	0		8	7.6109	0	7.3806	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		601.01	0	5.5827	0	34.1441	0	26.86	0	37.66	0	12.02	0		8	7.6313	0	7.4031	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		551.1	0	6.2221	0	34.0989	0	26.739	0	56.07	0	18.16	0		8	7.6699	0	7.4458	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		500.95	0	7.3453	0	34.1149	0	26.597	0	80.25	0	26.68	0		8	7.7294	0	7.5146	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		451.31	0	8.2004	0	34.0905	0	26.451	0	113.63	0	38.52	0		8	7.7995	0	7.5893	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		400.69	0	9.6564	0	34.0939	0	26.222	0	149.69	0	52.42	0		8	7.9032	0	7.7035	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		381.47	0	10.1312	0	34.0948	0	26.143	0	164.03	0	58.04	0		8	7.9216	0	7.7266	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		360.9	0	10.6706	0	34.0937	0	26.049	0	179.76	0	64.36	0		8	7.9622	0	7.7709	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		351.32	0	11.0544	0	34.0938	0	25.981	0	180.83	0	65.28	0		8	7.9504	0	7.7654	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		340.74	0	11.3725	0	34.0965	0	25.926	0	178.48	0	64.87	0		8	7.9614	0	7.7796	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		331.03	0	11.5885	0	34.1025	0	25.891	0	180.62	0	65.95	0		8	7.9631	0	7.7840	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		320.88	0	11.8834	0	34.1109	0	25.843	0	177.41	0	65.19	0		8	7.9690	0	7.7934	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		311.58	0	12.5791	0	34.1267	0	25.724	0	182.22	0	67.95	0		8	7.9893	0	7.8218	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		301.38	0	13.0811	0	34.1704	0	25.662	0	188.21	0	70.94	0		8	7.9998	0	7.8384	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		291.49	0	13.3701	0	34.1968	0	25.627	0	189.60	0	71.90	0		8	8.0038	0	7.8460	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		280.98	0	13.8564	0	34.2405	0	25.565	0	190.57	0	73.01	0		8	8.0141	0	7.8623	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		271.36	0	14.4093	0	34.2868	0	25.488	0	192.71	0	74.69	0		8	8.0246	0	7.8797	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		261.13	0	15.4602	0	34.4168	0	25.371	0	195.17	0	77.32	0		8	8.0292	0	7.8991	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		251	0	16.206	0	34.5002	0	25.275	0	194.74	0	78.33	0		8	8.0304	0	7.9110	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		241.21	0	16.8072	0	34.5639	0	25.19	0	189.07	0	76.97	0		8	8.0237	0	7.9135	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		231.5	0	17.7039	0	34.7039	0	25.096	0	190.14	0	78.83	0		8	8.0280	0	7.9306	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		220.74	0	18.5922	0	34.8472	0	24.999	0	191.32	0	80.73	0		8	8.0426	0	7.9569	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		210.79	0	19.4155	0	34.9902	0	24.912	0	195.60	0	83.89	0		8	8.0510	0	7.9768	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		200.73	0	20.0374	0	35.0977	0	24.842	0	198.06	0	85.98	0		8	8.0534	0	7.9880	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		191.37	0	20.5474	0	35.197	0	24.791	0	202.23	0	88.67	0		8	8.0623	0	8.0037	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		180.7	0	20.7415	0	35.2335	0	24.77	0	206.08	0	90.69	0		8	8.0677	0	8.0112	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		171.27	0	21.067	0	35.262	0	24.706	0	208.12	0	92.15	0		8	8.0723	0	8.0201	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		161.43	0	21.4048	0	35.3047	0	24.649	0	211.33	0	94.16	0		8	8.0760	0	8.0283	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		151.49	0	21.5731	0	35.3264	0	24.621	0	214.64	0	95.94	0		8	8.0817	0	8.0358	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		141.27	0	21.7898	0	35.3404	0	24.573	0	218.71	0	98.15	0		8	8.0867	0	8.0434	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		131.07	0	21.9436	0	35.3286	0	24.52	0	222.67	0	100.19	0		8	8.0892	0	8.0477	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		121.25	0	22.2524	0	35.2969	0	24.405	0	224.81	0	101.69	0		8	8.0864	0	8.0496	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		111.4	0	22.51	0	35.3198	0	24.351	0	222.67	0	101.20	0		8	8.0876	0	8.0543	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		101.71	0	22.8794	0	35.3016	0	24.229	0	224.70	0	102.78	0		8	8.0885	0	8.0605	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		96.88	0	23.1165	0	35.2847	0	24.145	0	227.59	0	104.53	0		8	8.0881	0	8.0636	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		91.77	0	23.3401	0	35.2792	0	24.074	0	228.34	0	105.28	0		8	8.0874	0	8.0663	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		86.72	0	23.6283	0	35.2686	0	23.98	0	229.62	0	106.39	0		8	8.0862	0	8.0695	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		81.95	0	24.0405	0	35.2589	0	23.848	0	229.94	0	107.30	0		8	8.0844	0	8.0741	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		76.64	0	24.576	0	35.261	0	23.687	0	228.87	0	107.79	0		8	8.0794	0	8.0777	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		71.56	0	24.7019	0	35.2666	0	23.653	0	228.02	0	107.62	0		8	8.0786	0	8.0788	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		66.43	0	25.0483	0	35.2187	0	23.504	0	225.34	0	106.96	0		8	8.0742	0	8.0799	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		61.97	0	25.4225	0	35.1257	0	23.307	0	217.96	0	104.06	0		8	8.0659	0	8.0780	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		56.77	0	25.4705	0	35.1158	0	23.283	0	214.75	0	102.61	0		8	8.0639	0	8.0768	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		51.43	0	25.4745	0	35.1161	0	23.282	0	214.21	0	102.36	0		8	8.0658	0	8.0784	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		46.34	0	25.4811	0	35.1162	0	23.28	0	214.11	0	102.32	0		8	8.0654	0	8.0779	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		41.4	0	25.4854	0	35.117	0	23.279	0	214.00	0	102.28	0		8	8.0656	0	8.0780	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		36.8	0	25.4983	0	35.1169	0	23.275	0	214.00	0	102.30	0		8	8.0648	0	8.0774	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		31.85	0	25.509	0	35.1201	0	23.275	0	213.89	0	102.27	0		8	8.0666	0	8.0790	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		26.65	0	25.5247	0	35.1185	0	23.268	0	213.79	0	102.24	0		8	8.0661	0	8.0786	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		20.11	0	25.5375	0	35.1157	0	23.262	0	213.79	0	102.26	0		8	8.0666	0	8.0790	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		16.11	0	25.5369	0	35.1132	0	23.26	0	213.79	0	102.26	0		8	8.0676	0	8.0798	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		11.49	0	25.6701	0	35.1186	0	23.222	0	213.36	0	102.29	0		8	8.0655	0	8.0799	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804		7.52	0	25.6786	0	35.121	0	23.222	0	213.47	0	102.36	0		8	8.0642	0	8.0787	0
7672Hawaii	1	C	10/3/2012	6:20	202.042	22.804																			
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		999	0	4.0893	0	34.477	0	27.311	0	34.88	0	10.76	0		8	7.6790	0	7.4390	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		951.17	0	4.2394	0	34.4635	0	27.283	0	32.64	0	10.11	0		8	7.6662	0	7.4278	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		901.16	0	4.394	0	34.4426	0	27.249	0	28.36	0	8.81	0		8	7.6527	0	7.4159	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		850.66	0	4.5528	0	34.416	0	27.208	0	24.93	0	7.78	0		8	7.6405	0	7.4053	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		801.45	0	4.6402	0	34.36	0	27.152	0	21.08	0	6.59	0		8	7.6214	0	7.3874	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		751.36	0	4.8187	0	34.2993	0	27.081	0	19.47	0	6.11	0		8	7.6058	0	7.3739	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		700.99	0	4.9554	0	34.2555	0	27.029	0	20.01	0	6.30	0		8	7.6012	0	7.3700	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		651.02	0	5.2006	0	34.1992	0	26.953	0	24.61	0	7.79	0		8	7.6040	0	7.3744	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		601.25	0	5.7519	0	34.1256	0	26.823	0	40.77	0	13.06	0		8	7.6334	0	7.4074	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		551.21	0	6.2802	0	34.1028	0	26.735	0	56.07	0	18.19	0		8	7.6677	0	7.4446	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		501.62	0	7.4115	0	34.1089	0	26.583	0	82.39	0	27.44	0		8	7.7244	0	7.5109	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		451.26	0	8.2708	0	34.0882	0	26.438	0	116.10	0	39.42	0		8	7.7991	0	7.5899	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		401.57	0	9.3456	0	34.1189	0	26.294	0	133.96	0	46.60	0		8	7.8507	0	7.6509	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		381.1	0	9.6585	0	34.0888	0	26.217	0	155.15	0	54.33	0		8	7.9029	0	7.7026	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		360.92	0	10.2155	0	34.0946	0	26.128	0	168.63	0	59.78	0		8	7.9254	0	7.7306	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		351.02	0	10.5372	0	34.0951	0	26.073	0	177.51	0	63.37	0		8	7.9499	0	7.7574	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		341.08	0	10.8125	0	34.0956	0	26.025	0	182.86	0	65.67	0		8	7.9545	0	7.7652	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		331.4	0	11.4721	0	34.0975	0	25.908	0	174.52	0	63.56	0		8	7.9471	0	7.7677	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		320.89	0	11.9586	0	34.1163	0	25.834	0	173.02	0	63.68	0		8	7.9687	0	7.7942	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		311.23	0	12.7738	0	34.1931	0	25.742	0	188.96	0	70.78	0		8	8.0009	0	7.8352	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		301.08	0	13.318	0	34.1737	0	25.618	0	190.57	0	72.18	0		8	8.0004	0	7.8424	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		291.26	0	13.7636	0	34.2163	0	25.563	0	191.10	0	73.07	0		8	8.0084	0	7.8560	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		280.97	0	14.4796	0	34.2982	0	25.483	0	192.17	0	74.59	0		8	8.0183	0	7.8753	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		271.05	0	15.2907	0	34.378	0	25.376	0	192.60	0	76.02	0		8	8.0190	0	7.8876	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		261.37	0	15.8708	0	34.4361	0	25.296	0	188.96	0	75.48	0		8	8.0142	0	7.8915	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		251.19	0	16.9509	0	34.5894	0	25.178	0	187.46	0	76.55	0		8	8.0230	0	7.9153	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		239.41	0	18.1251	0	34.7743	0	25.053	0	190.78	0	79.76	0		8	8.0339	0	7.9425	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		231.16	0	18.7351	0	34.8782	0	24.99	0	192.60	0	81.51	0		8	8.0402	0	7.9572	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		221.66	0	19.6026	0	35.0232	0	24.892	0	194.85	0	83.87	0		8	8.0494	0	7.9785	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		211.32	0	20.2691	0	35.1506	0	24.826	0	200.41	0	87.40	0		8	8.0575	0	7.9957	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		201.4	0	20.8276	0	35.2532	0	24.763	0	204.91	0	90.33	0		8	8.0639	0	8.0097	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		190.85	0	21.0152	0	35.2574	0	24.716	0	208.33	0	92.15	0		8	8.0665	0	8.0147	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		181.57	0	21.1623	0	35.2653	0	24.683	0	209.93	0	93.11	0		8	8.0723	0	8.0220	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		171.54	0	21.3842	0	35.2993	0	24.651	0	213.25	0	94.98	0		8	8.0744	0	8.0269	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		161.29	0	21.5488	0	35.3232	0	24.625	0	214.32	0	95.76	0		8	8.0772	0	8.0317	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		151.25	0	21.7624	0	35.3486	0	24.588	0	218.07	0	97.82	0		8	8.0824	0	8.0394	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		141.08	0	21.8459	0	35.3279	0	24.546	0	221.28	0	99.39	0		8	8.0834	0	8.0412	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		131.64	0	22.1404	0	35.3018	0	24.441	0	223.63	0	100.96	0		8	8.0837	0	8.0457	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		121.26	0	22.3313	0	35.2916	0	24.378	0	225.77	0	102.27	0		8	8.0840	0	8.0486	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		111.63	0	22.6384	0	35.2936	0	24.292	0	225.77	0	102.83	0		8	8.0829	0	8.0520	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		101.81	0	22.8632	0	35.2995	0	24.232	0	225.56	0	103.14	0		8	8.0847	0	8.0568	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		96.84	0	23.0103	0	35.2937	0	24.184	0	225.66	0	103.45	0		8	8.0853	0	8.0595	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		91.81	0	23.2352	0	35.2831	0	24.109	0	227.05	0	104.50	0		8	8.0844	0	8.0620	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		86.69	0	23.4447	0	35.2806	0	24.045	0	228.98	0	105.77	0		8	8.0855	0	8.0660	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		81.75	0	23.7806	0	35.2699	0	23.936	0	229.62	0	106.68	0		8	8.0835	0	8.0693	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		76.63	0	24.4679	0	35.2884	0	23.743	0	228.55	0	107.46	0		8	8.0781	0	8.0747	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		71.73	0	24.7674	0	35.2715	0	23.637	0	227.48	0	107.49	0		8	8.0733	0	8.0749	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		66.76	0	25.1003	0	35.217	0	23.486	0	224.59	0	106.70	0		8	8.0687	0	8.0758	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		61.78	0	25.4505	0	35.1302	0	23.302	0	215.61	0	102.99	0		8	8.0615	0	8.0744	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		56.4	0	25.481	0	35.1329	0	23.294	0	214.21	0	102.38	0		8	8.0615	0	8.0747	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		51.66	0	25.494	0	35.1351	0	23.292	0	213.68	0	102.15	0		8	8.0632	0	8.0764	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		46.54	0	25.5014	0	35.1387	0	23.293	0	213.57	0	102.11	0		8	8.0624	0	8.0755	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		41.59	0	25.5095	0	35.1394	0	23.291	0	213.57	0	102.13	0		8	8.0631	0	8.0761	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		36.51	0	25.5105	0	35.1391	0	23.29	0	213.47	0	102.08	0		8	8.0636	0	8.0764	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		31.43	0	25.512	0	35.1382	0	23.289	0	213.47	0	102.08	0		8	8.0632	0	8.0759	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		26.71	0	25.5202	0	35.1392	0	23.288	0	213.57	0	102.14	0		8	8.0642	0	8.0768	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		21.44	0	25.5512	0	35.139	0	23.278	0	213.36	0	102.10	0		8	8.0632	0	8.0762	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		16.81	0	25.5564	0	35.139	0	23.276	0	213.25	0	102.05	0		8	8.0643	0	8.0772	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		11.54	0	25.5602	0	35.1392	0	23.275	0	213.25	0	102.06	0		8	8.0652	0	8.0779	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813		7.85	0	25.5586	0	35.1381	0	23.274	0	213.25	0	102.06	0		8	8.0650	0	8.0776	0
7672Hawaii	2	C	10/4/2012	9:51	202.054	22.813																			
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		998.63	0	4.0357	0	34.4845	0	27.323	0	36.59	0	11.28	0		8	7.6805	0	7.4396	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		951.39	0	4.1648	0	34.4708	0	27.298	0	33.92	0	10.49	0		8	7.6689	0	7.4292	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		901.06	0	4.3175	0	34.4475	0	27.261	0	29.64	0	9.20	0		8	7.6554	0	7.4174	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		850.9	0	4.503	0	34.4267	0	27.223	0	25.89	0	8.07	0		8	7.6440	0	7.4078	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		801.33	0	4.6287	0	34.3964	0	27.184	0	23.22	0	7.26	0		8	7.6316	0	7.3966	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		751.57	0	4.7644	0	34.3288	0	27.112	0	20.44	0	6.40	0		8	7.6126	0	7.3795	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		700.43	0	4.9905	0	34.256	0	27.025	0	20.22	0	6.37	0		8	7.6006	0	7.3699	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		650.39	0	5.2726	0	34.1817	0	26.93	0	26.64	0	8.44	0		8	7.6090	0	7.3799	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		600.83	0	5.5931	0	34.129	0	26.846	0	38.95	0	12.43	0		8	7.6257	0	7.3980	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		550.58	0	6.6368	0	34.1354	0	26.714	0	55.85	0	18.27	0		8	7.6704	0	7.4521	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		501.41	0	7.1036	0	34.1126	0	26.63	0	73.51	0	24.31	0		8	7.7013	0	7.4854	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		451.49	0	8.2181	0	34.0901	0	26.448	0	109.46	0	37.12	0		8	7.7918	0	7.5825	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		401.67	0	9.2427	0	34.0868	0	26.284	0	149.05	0	51.72	0		8	7.8752	0	7.6719	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		381.11	0	9.8674	0	34.0908	0	26.184	0	161.25	0	56.73	0		8	7.9099	0	7.7120	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		361.69	0	10.5511	0	34.0934	0	26.069	0	177.09	0	63.23	0		8	7.9539	0	7.7616	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		351.7	0	10.927	0	34.1003	0	26.009	0	178.16	0	64.14	0		8	7.9343	0	7.7488	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		341.48	0	11.4041	0	34.1091	0	25.93	0	169.49	0	61.65	0		8	7.9324	0	7.7536	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		331.07	0	11.8948	0	34.1266	0	25.854	0	171.63	0	63.09	0		8	7.9519	0	7.7782	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		321.08	0	12.4167	0	34.1626	0	25.785	0	180.94	0	67.26	0		8	7.9857	0	7.8164	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		308.61	0	12.7526	0	34.1429	0	25.704	0	189.93	0	71.09	0		8	7.9939	0	7.8284	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		300.47	0	13.0295	0	34.1508	0	25.656	0	189.71	0	71.42	0		8	7.9936	0	7.8319	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		290.85	0	13.4354	0	34.1892	0	25.607	0	190.25	0	72.24	0		8	8.0184	0	7.8603	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		281.17	0	14.1794	0	34.2748	0	25.527	0	193.35	0	74.58	0		8	8.0192	0	7.8716	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		271.53	0	14.7269	0	34.3292	0	25.457	0	194.10	0	75.73	0		8	8.0204	0	7.8805	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		261.16	0	15.4458	0	34.3886	0	25.351	0	189.60	0	75.08	0		8	8.0088	0	7.8802	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		251.02	0	16.4947	0	34.5169	0	25.223	0	185.54	0	75.06	0		8	8.0149	0	7.9011	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		241.73	0	16.8415	0	34.576	0	25.192	0	187.57	0	76.42	0		8	8.0216	0	7.9121	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		231.3	0	17.9	0	34.7412	0	25.08	0	189.50	0	78.87	0		8	8.0293	0	7.9347	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		221.42	0	18.9103	0	34.8979	0	24.963	0	191.85	0	81.47	0		8	8.0374	0	7.9570	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		211.37	0	19.7034	0	35.0471	0	24.886	0	195.92	0	84.50	0		8	8.0496	0	7.9799	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		200.21	0	20.2364	0	35.1507	0	24.834	0	201.37	0	87.77	0		8	8.0562	0	7.9937	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		190.86	0	20.5171	0	35.197	0	24.799	0	203.62	0	89.23	0		8	8.0588	0	8.0000	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		180.91	0	20.7255	0	35.2365	0	24.777	0	205.98	0	90.62	0		8	8.0667	0	8.0100	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		171.2	0	21.2375	0	35.3159	0	24.705	0	208.76	0	92.75	0		8	8.0727	0	8.0231	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		161.14	0	21.42	0	35.3361	0	24.672	0	212.72	0	94.83	0		8	8.0759	0	8.0285	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		151.23	0	21.6324	0	35.3518	0	24.627	0	216.46	0	96.87	0		8	8.0821	0	8.0371	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		140.78	0	21.7647	0	35.3427	0	24.582	0	219.03	0	98.25	0		8	8.0840	0	8.0405	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		131.56	0	22.0103	0	35.3133	0	24.488	0	222.13	0	100.06	0		8	8.0831	0	8.0432	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		121.3	0	22.2925	0	35.2898	0	24.388	0	225.13	0	101.91	0		8	8.0820	0	8.0462	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		111.56	0	22.8539	0	35.3094	0	24.243	0	226.20	0	103.42	0		8	8.0849	0	8.0571	0
7672Hawaii	3	C	10/5/2012	13:08	202.067	22.82		101.69	0	23.2375	0	35.3152	0	24.136	0	228.77	0	105.31	0		8	8.0861	0	8.0639	0
