//0																					
//Oxygen, 0.96
//Nitrate, 1, 1, -2.5, 1.9
//Nitrate, 51, 1, 0, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		  1099.05	0	  5.8145	0	35.0854	0	27.606	0	225.50	0	72.82	0	27.40	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   997.43	0	  6.4354	0	35.0867	0	27.527	0	202.46	0	66.34	0	29.08	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   951.29	0	  6.8443	0	35.0918	0	27.476	0	190.08	0	62.88	0	30.32	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   901.46	0	  7.4943	0	35.1226	0	27.411	0	181.82	0	61.06	0	28.55	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   851.31	0	  8.2101	0	35.1541	0	27.332	0	170.88	0	58.34	0	28.73	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   801.54	0	  9.4150	0	35.2373	0	27.214	0	154.94	0	54.37	0	27.80	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   750.87	0	 11.3260	0	35.4584	0	27.074	0	153.50	0	56.22	0	23.75	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   701.56	0	 11.8742	0	35.5308	0	27.036	0	157.06	0	58.22	0	21.92	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   651.46	0	 13.0713	0	35.7147	0	26.963	0	163.78	0	62.31	0	19.30	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   600.62	0	 14.5074	0	35.9200	0	26.846	0	171.07	0	67.11	0	15.37	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   550.95	0	 15.4255	0	36.0810	0	26.787	0	177.70	0	71.07	0	12.64	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   500.83	0	 16.3715	0	36.2531	0	26.722	0	185.76	0	75.76	0	9.89	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   451.44	0	 17.0289	0	36.3678	0	26.669	0	189.89	0	78.49	0	8.65	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   400.46	0	 17.5312	0	36.4684	0	26.637	0	195.94	0	81.83	0	6.68	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   381.28	0	 17.6871	0	36.4985	0	26.625	0	197.86	0	82.89	0	6.20	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   360.33	0	 17.8638	0	36.5296	0	26.609	0	199.87	0	84.03	0	5.97	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   351.05	0	 17.8957	0	36.5286	0	26.601	0	199.49	0	83.92	0	5.76	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   340.71	0	 17.9900	0	36.5439	0	26.591	0	199.39	0	84.04	0	5.71	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   330.36	0	 18.0157	0	36.5455	0	26.586	0	200.35	0	84.48	0	5.03	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   321.51	0	 18.0540	0	36.5454	0	26.577	0	201.02	0	84.83	0	5.01	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   310.46	0	 18.0960	0	36.5440	0	26.565	0	200.64	0	84.73	0	4.85	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   300.92	0	 18.1487	0	36.5467	0	26.555	0	200.93	0	84.94	0	4.68	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   291.63	0	 18.1948	0	36.5469	0	26.544	0	200.83	0	84.97	0	4.88	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   281.50	0	 18.2637	0	36.5431	0	26.524	0	201.70	0	85.45	0	4.32	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   271.62	0	 18.2816	0	36.5345	0	26.512	0	203.90	0	86.41	0	3.81	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   261.18	0	 18.3012	0	36.5203	0	26.495	0	207.17	0	87.82	0	3.82	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   250.97	0	 18.3118	0	36.5122	0	26.486	0	210.05	0	89.05	0	3.07	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   240.96	0	 18.3708	0	36.5182	0	26.476	0	210.05	0	89.15	0	3.41	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   231.20	0	 18.4463	0	36.5217	0	26.461	0	208.13	0	88.47	0	3.17	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   221.44	0	 18.5815	0	36.5336	0	26.438	0	205.82	0	87.71	0	3.43	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   210.95	0	 18.7342	0	36.5496	0	26.413	0	203.81	0	87.11	0	3.33	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   201.09	0	 18.8140	0	36.5513	0	26.395	0	204.00	0	87.33	0	2.54	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   191.03	0	 18.9058	0	36.5466	0	26.368	0	204.96	0	87.88	0	2.67	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   181.20	0	 19.0489	0	36.5477	0	26.333	0	205.44	0	88.33	0	2.27	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   170.97	0	 19.1912	0	36.5654	0	26.312	0	206.30	0	88.94	0	2.19	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   161.52	0	 19.3515	0	36.5748	0	26.28	0	207.07	0	89.54	0	1.78	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   151.43	0	 19.5703	0	36.5888	0	26.236	0	206.88	0	89.83	0	1.39	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   141.25	0	 19.7968	0	36.6092	0	26.195	0	206.69	0	90.13	0	1.07	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   130.67	0	 20.1232	0	36.6258	0	26.124	0	207.07	0	90.85	0	0.86	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   120.91	0	 20.6098	0	36.6441	0	26.011	0	207.36	0	91.80	0	0.86	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   110.88	0	 20.8690	0	36.6468	0	25.944	0	207.74	0	92.40	0	0.79	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		   101.30	0	 21.4956	0	36.6769	0	25.799	0	205.06	0	92.26	0	1.32	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    96.67	0	 21.6365	0	36.6966	0	25.777	0	201.89	0	91.07	0	1.21	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    91.59	0	 21.7474	0	36.6969	0	25.746	0	198.91	0	89.91	0	1.50	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    86.51	0	 21.8871	0	36.7060	0	25.715	0	197.18	0	89.35	0	1.46	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    81.30	0	 22.2222	0	36.6757	0	25.595	0	196.32	0	89.48	0	1.05	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    76.88	0	 22.8527	0	36.5157	0	25.278	0	196.51	0	90.48	0	1.36	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    71.77	0	 23.0092	0	36.4380	0	25.166	0	211.20	0	97.46	0	-0.25	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    66.32	0	 23.0235	0	36.4358	0	25.16	0	212.54	0	98.11	0	-0.31	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    61.61	0	 23.0381	0	36.4341	0	25.154	0	213.50	0	98.58	0	-0.04	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    56.60	0	 23.0462	0	36.4361	0	25.153	0	213.70	0	98.68	0	-0.02	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    51.32	0	 23.0709	0	36.4368	0	25.147	0	213.98	0	98.86	0	-0.42	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    46.33	0	 23.0682	0	36.4371	0	25.148	0	214.27	0	98.98	0	-0.24	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    41.33	0	 23.0656	0	36.4371	0	25.149	0	214.46	0	99.07	0	-0.16	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    36.41	0	 23.0672	0	36.4361	0	25.147	0	214.56	0	99.11	0	-0.23	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    31.38	0	 23.0741	0	36.4362	0	25.145	0	214.66	0	99.17	0	-0.28	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    26.79	0	 23.0782	0	36.4356	0	25.144	0	214.94	0	99.31	0	-0.03	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    21.53	0	 23.0955	0	36.4347	0	25.138	0	214.94	0	99.34	0	0.17	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    16.68	0	 23.0955	0	36.4331	0	25.137	0	215.04	0	99.38	0	0.05	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		    11.44	0	 23.1037	0	36.4346	0	25.135	0	215.14	0	99.44	0	0.04	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681		     7.70	0	 23.1056	0	36.4334	0	25.134	0	215.42	0	99.58	0	0.46	0
0069Bermuda	 1	C	11/30/2012	16:16	295.905	 31.681																	
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   998.71	0	  6.3424	0	35.1014	0	27.551	0	209.28	0	68.43	0	22.03	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   950.96	0	  6.6190	0	35.0891	0	27.504	0	198.82	0	65.42	0	23.79	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   901.55	0	  7.1591	0	35.1046	0	27.443	0	186.53	0	62.16	0	23.74	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   851.01	0	  7.8035	0	35.1363	0	27.377	0	177.79	0	60.14	0	23.88	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   801.42	0	  8.8214	0	35.1983	0	27.276	0	162.34	0	56.20	0	24.08	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   750.59	0	  9.9758	0	35.2969	0	27.172	0	152.16	0	54.07	0	23.63	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   700.98	0	 11.5351	0	35.4772	0	27.053	0	153.98	0	56.65	0	20.42	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   651.50	0	 12.7471	0	35.6551	0	26.976	0	161.86	0	61.15	0	17.08	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   601.60	0	 13.7261	0	35.8054	0	26.91	0	165.41	0	63.82	0	15.35	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   551.52	0	 14.9319	0	35.9991	0	26.823	0	180.67	0	71.51	0	11.03	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   501.58	0	 15.8436	0	36.1521	0	26.755	0	185.47	0	74.82	0	9.49	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   450.90	0	 16.5132	0	36.2729	0	26.707	0	191.42	0	78.30	0	7.01	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   400.91	0	 17.2485	0	36.4156	0	26.658	0	197.86	0	82.16	0	5.49	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   381.46	0	 17.5431	0	36.4770	0	26.641	0	199.68	0	83.41	0	4.75	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   361.49	0	 17.6751	0	36.5011	0	26.63	0	200.54	0	84.00	0	4.58	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   350.95	0	 17.7209	0	36.5092	0	26.626	0	200.45	0	84.03	0	4.46	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   341.45	0	 17.7778	0	36.5187	0	26.621	0	201.02	0	84.37	0	4.36	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   330.89	0	 17.8597	0	36.5335	0	26.614	0	201.89	0	84.87	0	4.21	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   320.46	0	 17.9138	0	36.5409	0	26.607	0	201.89	0	84.96	0	4.01	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   310.92	0	 17.9479	0	36.5465	0	26.603	0	201.89	0	85.02	0	4.04	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   300.60	0	 17.9946	0	36.5508	0	26.596	0	201.12	0	84.78	0	3.82	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   290.71	0	 18.0399	0	36.5555	0	26.589	0	200.93	0	84.77	0	3.76	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   280.94	0	 18.0678	0	36.5563	0	26.583	0	200.64	0	84.69	0	3.92	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   271.38	0	 18.0885	0	36.5529	0	26.575	0	201.02	0	84.89	0	3.25	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   261.15	0	 18.1523	0	36.5626	0	26.568	0	200.35	0	84.71	0	2.93	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   251.45	0	 18.2028	0	36.5624	0	26.555	0	200.26	0	84.75	0	3.06	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   241.12	0	 18.2820	0	36.5601	0	26.534	0	200.74	0	85.08	0	3.17	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   230.75	0	 18.3300	0	36.5608	0	26.523	0	200.64	0	85.12	0	2.84	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   221.39	0	 18.2992	0	36.5261	0	26.501	0	204.10	0	86.51	0	2.63	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   210.85	0	 18.3285	0	36.5186	0	26.487	0	206.98	0	87.78	0	2.22	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   201.37	0	 18.4061	0	36.5263	0	26.475	0	206.59	0	87.75	0	2.54	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   190.99	0	 18.4760	0	36.5294	0	26.46	0	205.44	0	87.38	0	2.58	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   180.79	0	 18.5487	0	36.5272	0	26.44	0	204.10	0	86.92	0	2.63	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   170.79	0	 18.6213	0	36.5283	0	26.423	0	204.38	0	87.16	0	2.52	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   161.31	0	 18.7779	0	36.5417	0	26.396	0	203.71	0	87.14	0	2.29	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   151.45	0	 18.8963	0	36.5473	0	26.371	0	204.00	0	87.46	0	2.25	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   141.23	0	 19.0210	0	36.5572	0	26.348	0	203.42	0	87.42	0	2.52	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   129.17	0	 19.1854	0	36.5610	0	26.31	0	205.92	0	88.76	0	1.80	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   120.92	0	 19.3121	0	36.5679	0	26.284	0	206.78	0	89.35	0	1.42	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   110.85	0	 19.5797	0	36.5919	0	26.236	0	208.22	0	90.43	0	0.95	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		   101.13	0	 19.8531	0	36.6143	0	26.184	0	209.86	0	91.61	0	0.27	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    95.91	0	 19.9858	0	36.6194	0	26.154	0	211.58	0	92.60	0	0.14	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    90.92	0	 20.1248	0	36.6205	0	26.119	0	213.79	0	93.80	0	0.00	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    86.67	0	 20.2326	0	36.6234	0	26.093	0	215.33	0	94.66	0	-0.31	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    80.97	0	 20.3863	0	36.6227	0	26.052	0	217.92	0	96.07	0	-0.36	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    76.25	0	 20.7055	0	36.6150	0	25.96	0	218.50	0	96.88	0	0.00	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    71.51	0	 22.1636	0	36.4798	0	25.444	0	216.19	0	98.32	0	0.78	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    66.42	0	 22.4309	0	36.4374	0	25.332	0	217.06	0	99.15	0	-0.47	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    61.59	0	 22.5480	0	36.4345	0	25.296	0	217.15	0	99.40	0	-0.34	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    56.28	0	 22.5259	0	36.4201	0	25.29	0	217.25	0	99.40	0	-0.22	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    51.64	0	 22.5171	0	36.4174	0	25.29	0	217.63	0	99.56	0	-0.32	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    46.76	0	 22.5191	0	36.4169	0	25.289	0	217.73	0	99.60	0	-0.32	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    41.12	0	 22.5223	0	36.4173	0	25.288	0	218.02	0	99.74	0	-0.04	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    36.13	0	 22.5259	0	36.4186	0	25.288	0	218.11	0	99.79	0	-0.15	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    31.58	0	 22.5334	0	36.4208	0	25.288	0	218.21	0	99.85	0	0.09	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    26.59	0	 22.5374	0	36.4212	0	25.287	0	218.50	0	99.99	0	0.08	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    21.23	0	 22.5376	0	36.4111	0	25.279	0	218.59	0	100.03	0	0.12	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    16.60	0	 22.5351	0	36.3989	0	25.269	0	218.98	0	100.19	0	0.22	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		    11.70	0	 22.5625	0	36.3936	0	25.257	0	218.88	0	100.19	0	0.03	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777		     7.78	0	 22.5880	0	36.3935	0	25.249	0	218.98	0	100.28	0	0.47	0
0069Bermuda	 2	C	12/05/2012	19:45	296.121	 31.777																	
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   999.04	0	  6.0967	0	35.0896	0	27.573	0	219.36	0	71.31	0	22.12	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   951.09	0	  6.4639	0	35.0992	0	27.533	0	206.21	0	67.62	0	22.51	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   901.46	0	  6.7837	0	35.0909	0	27.483	0	193.82	0	64.03	0	24.05	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   851.05	0	  7.3026	0	35.1101	0	27.427	0	182.59	0	61.05	0	24.36	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   801.32	0	  8.2765	0	35.1549	0	27.323	0	171.94	0	58.79	0	23.82	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   750.84	0	  9.4874	0	35.2565	0	27.219	0	158.50	0	55.71	0	23.59	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   700.54	0	 10.3405	0	35.3418	0	27.149	0	154.27	0	55.28	0	22.30	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   651.59	0	 11.4275	0	35.4677	0	27.064	0	156.38	0	57.40	0	20.52	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   601.17	0	 12.5869	0	35.6320	0	26.987	0	166.18	0	62.56	0	17.38	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   551.48	0	 13.5864	0	35.7801	0	26.916	0	173.66	0	66.81	0	14.90	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   500.84	0	 14.5938	0	35.9428	0	26.847	0	179.33	0	70.48	0	12.20	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   451.63	0	 15.4954	0	36.0970	0	26.785	0	184.51	0	73.90	0	9.90	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   400.89	0	 16.3665	0	36.2482	0	26.719	0	192.38	0	78.45	0	7.91	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   380.96	0	 16.6681	0	36.3039	0	26.698	0	194.30	0	79.73	0	7.11	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   361.04	0	 16.9196	0	36.3489	0	26.678	0	196.61	0	81.09	0	6.45	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   351.62	0	 17.0116	0	36.3666	0	26.672	0	197.86	0	81.76	0	5.73	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   341.16	0	 17.1753	0	36.4032	0	26.665	0	198.91	0	82.47	0	5.47	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   330.98	0	 17.2650	0	36.4151	0	26.654	0	199.87	0	83.02	0	5.31	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   321.11	0	 17.3590	0	36.4315	0	26.646	0	201.02	0	83.66	0	4.55	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   310.50	0	 17.4339	0	36.4447	0	26.639	0	201.22	0	83.86	0	4.78	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   300.90	0	 17.5086	0	36.4568	0	26.632	0	201.60	0	84.15	0	4.90	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   291.38	0	 17.5342	0	36.4582	0	26.627	0	201.98	0	84.35	0	4.81	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   280.40	0	 17.6267	0	36.4658	0	26.612	0	202.85	0	84.87	0	4.23	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   270.46	0	 17.6772	0	36.4679	0	26.601	0	203.14	0	85.07	0	4.06	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   261.43	0	 17.7600	0	36.4769	0	26.589	0	203.42	0	85.33	0	3.99	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   251.25	0	 17.9169	0	36.5108	0	26.58	0	202.66	0	85.28	0	3.73	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   241.29	0	 17.9560	0	36.5076	0	26.568	0	202.75	0	85.38	0	3.78	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   231.58	0	 17.9708	0	36.4999	0	26.558	0	203.14	0	85.56	0	3.23	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   221.26	0	 18.0485	0	36.5057	0	26.544	0	203.52	0	85.85	0	3.15	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   211.62	0	 18.1682	0	36.5245	0	26.531	0	203.04	0	85.85	0	3.20	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   201.39	0	 18.2433	0	36.5245	0	26.513	0	204.00	0	86.38	0	2.73	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   191.17	0	 18.2735	0	36.5137	0	26.496	0	207.36	0	87.85	0	2.76	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   180.94	0	 18.3276	0	36.5149	0	26.484	0	207.84	0	88.14	0	2.10	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   171.35	0	 18.4156	0	36.5216	0	26.468	0	206.59	0	87.76	0	2.67	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   161.43	0	 18.5318	0	36.5266	0	26.444	0	204.38	0	87.02	0	2.38	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   151.28	0	 18.5074	0	36.4873	0	26.417	0	206.30	0	87.77	0	1.49	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   139.35	0	 18.6291	0	36.4689	0	26.371	0	208.99	0	89.11	0	0.74	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   130.58	0	 18.8045	0	36.4670	0	26.326	0	210.53	0	90.06	0	0.09	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   121.35	0	 19.0956	0	36.4664	0	26.252	0	214.37	0	92.20	0	-0.11	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   111.39	0	 19.5394	0	36.5388	0	26.201	0	214.85	0	93.21	0	0.22	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		   101.71	0	 20.4702	0	36.6123	0	26.021	0	211.97	0	93.58	0	0.44	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    96.66	0	 20.7979	0	36.6058	0	25.928	0	213.79	0	94.95	0	-0.08	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    91.10	0	 21.9603	0	36.5050	0	25.523	0	213.89	0	96.93	0	0.42	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    86.52	0	 22.2615	0	36.4516	0	25.392	0	215.62	0	98.21	0	-1.17	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    81.75	0	 22.4527	0	36.4150	0	25.306	0	217.15	0	99.22	0	-0.35	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    75.69	0	 22.4559	0	36.4146	0	25.305	0	217.44	0	99.36	0	-0.53	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    71.21	0	 22.4575	0	36.4144	0	25.304	0	217.92	0	99.58	0	-0.49	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    66.48	0	 22.4589	0	36.4144	0	25.304	0	218.02	0	99.63	0	-0.43	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    60.96	0	 22.4602	0	36.4143	0	25.304	0	218.11	0	99.67	0	-0.35	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    56.52	0	 22.4701	0	36.4143	0	25.301	0	218.40	0	99.82	0	-0.29	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    51.51	0	 22.4757	0	36.4136	0	25.298	0	218.59	0	99.92	0	-0.54	0
0069Bermuda	 3	C	12/10/2012	22:51	296.432	 31.863		    46.47	0	 22.4797	0	36.4125	0	25.296	0	218.69	0	99.97	0	-0.61	0
