//0																					
//Oxygen, 0.96
//Nitrate, 1, 1, -2.5, 1.9
//Nitrate, 51, 1, 0, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   750.87	0	 11.1703	0	35.4354	0	27.083	0	156.38	0	57.07	0	20.58	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   701.47	0	 12.3398	0	35.5824	0	26.992	0	158.59	0	59.38	0	18.75	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   651.51	0	 13.5963	0	35.7708	0	26.907	0	169.63	0	65.27	0	14.90	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   601.15	0	 14.5884	0	35.9362	0	26.843	0	182.11	0	71.56	0	11.96	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   551.61	0	 15.4426	0	36.0778	0	26.78	0	183.65	0	73.47	0	10.65	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   501.27	0	 16.2824	0	36.2285	0	26.722	0	188.93	0	76.91	0	8.48	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   451.42	0	 16.8950	0	36.3413	0	26.678	0	193.63	0	79.82	0	7.11	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   401.51	0	 17.3711	0	36.4324	0	26.644	0	198.82	0	82.76	0	5.98	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   380.59	0	 17.5822	0	36.4727	0	26.628	0	200.45	0	83.79	0	5.50	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   361.38	0	 17.6775	0	36.4894	0	26.62	0	201.60	0	84.44	0	5.09	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   350.79	0	 17.7626	0	36.5023	0	26.61	0	202.08	0	84.78	0	4.97	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   341.67	0	 17.7850	0	36.5056	0	26.608	0	202.27	0	84.90	0	4.95	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   331.64	0	 17.8601	0	36.5187	0	26.601	0	202.37	0	85.07	0	4.99	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   320.79	0	 17.9392	0	36.5301	0	26.591	0	202.27	0	85.16	0	4.54	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   311.15	0	 17.9861	0	36.5397	0	26.588	0	202.46	0	85.32	0	4.66	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   301.48	0	 18.0149	0	36.5424	0	26.584	0	202.37	0	85.33	0	4.66	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   291.05	0	 18.0791	0	36.5503	0	26.575	0	201.98	0	85.28	0	4.59	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   280.81	0	 18.1570	0	36.5545	0	26.56	0	202.18	0	85.49	0	4.23	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   271.66	0	 18.1844	0	36.5563	0	26.554	0	203.23	0	85.98	0	4.32	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   261.56	0	 18.2193	0	36.5570	0	26.547	0	205.63	0	87.05	0	4.02	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   251.61	0	 18.3236	0	36.5719	0	26.534	0	202.56	0	85.93	0	4.00	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   240.81	0	 18.3873	0	36.5673	0	26.514	0	202.94	0	86.19	0	3.64	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   231.05	0	 18.4371	0	36.5700	0	26.504	0	204.38	0	86.88	0	3.46	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   221.19	0	 18.4836	0	36.5696	0	26.493	0	205.06	0	87.25	0	3.51	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   211.44	0	 18.5258	0	36.5718	0	26.484	0	204.96	0	87.28	0	3.47	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   201.02	0	 18.5042	0	36.5496	0	26.47	0	219.84	0	93.56	0	1.57	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   191.67	0	 18.5197	0	36.5504	0	26.467	0	225.50	0	96.00	0	1.52	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   181.37	0	 18.5460	0	36.5512	0	26.461	0	224.93	0	95.80	0	1.81	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   171.32	0	 18.6150	0	36.5543	0	26.447	0	226.75	0	96.71	0	1.41	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   161.35	0	 18.6737	0	36.5614	0	26.439	0	224.54	0	95.87	0	1.84	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   151.74	0	 18.7222	0	36.5635	0	26.428	0	222.62	0	95.14	0	1.71	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   141.45	0	 18.7649	0	36.5650	0	26.419	0	224.83	0	96.16	0	1.58	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   131.38	0	 18.7971	0	36.5667	0	26.412	0	224.06	0	95.89	0	1.68	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   121.52	0	 18.8364	0	36.5663	0	26.402	0	225.98	0	96.79	0	1.51	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   111.16	0	 18.8885	0	36.5675	0	26.39	0	226.75	0	97.21	0	1.35	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		   101.52	0	 18.9303	0	36.5672	0	26.38	0	227.23	0	97.49	0	1.38	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    96.27	0	 18.9587	0	36.5693	0	26.374	0	227.81	0	97.79	0	1.07	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    91.19	0	 18.9692	0	36.5694	0	26.372	0	228.19	0	97.98	0	1.03	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    86.41	0	 19.0012	0	36.5703	0	26.364	0	228.86	0	98.32	0	0.88	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    81.45	0	 19.0227	0	36.5701	0	26.359	0	230.02	0	98.86	0	0.61	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    75.95	0	 19.0641	0	36.5703	0	26.349	0	232.90	0	100.17	0	0.15	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    71.58	0	 19.1530	0	36.5711	0	26.327	0	236.83	0	102.03	0	-0.01	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    66.47	0	 19.2216	0	36.5714	0	26.31	0	239.62	0	103.37	0	0.21	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    61.27	0	 19.3153	0	36.5708	0	26.285	0	241.92	0	104.54	0	0.26	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    56.10	0	 19.3761	0	36.5756	0	26.274	0	241.92	0	104.66	0	0.22	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    51.03	0	 19.4237	0	36.5748	0	26.261	0	241.82	0	104.71	0	0.09	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    45.82	0	 19.5319	0	36.5731	0	26.232	0	242.50	0	105.21	0	0.28	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    41.70	0	 19.6922	0	36.5847	0	26.201	0	242.21	0	105.41	0	0.23	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    35.91	0	 19.9703	0	36.5731	0	26.119	0	241.54	0	105.64	0	0.52	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    31.16	0	 20.1681	0	36.5787	0	26.072	0	239.81	0	105.27	0	0.24	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    26.33	0	 20.3037	0	36.5782	0	26.036	0	238.37	0	104.90	0	0.26	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    21.72	0	 20.3603	0	36.5751	0	26.018	0	237.50	0	104.62	0	0.24	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    16.30	0	 20.3650	0	36.5750	0	26.017	0	237.02	0	104.42	0	0.13	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		    11.06	0	 20.3645	0	36.5733	0	26.015	0	237.22	0	104.50	0	0.23	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151		     7.35	0	 20.3621	0	36.5649	0	26.009	0	237.22	0	104.50	0	0.11	0
0069Bermuda	 32	C	05/09/2013	03:52	295.76	 33.151																	
0069Bermuda	 33	C	5/14/2013	08:11				   997.64	0	  6.6753	0	35.0915	0	27.498	0	212.45	0	70.00	0	21.28	0
0069Bermuda	 33	C	5/14/2013	08:11				   950.70	0	  7.3632	0	35.1198	0	27.427	0	195.17	0	65.35	0	22.30	0
0069Bermuda	 33	C	5/14/2013	08:11				   901.50	0	  8.3927	0	35.1767	0	27.323	0	176.64	0	60.56	0	22.78	0
0069Bermuda	 33	C	5/14/2013	08:11				   851.73	0	  9.1806	0	35.2309	0	27.246	0	165.70	0	57.84	0	23.23	0
0069Bermuda	 33	C	5/14/2013	08:11				   800.46	0	 10.0786	0	35.3164	0	27.171	0	157.92	0	56.25	0	22.20	0
0069Bermuda	 33	C	5/14/2013	08:11				   751.09	0	 11.1792	0	35.4291	0	27.076	0	154.18	0	56.28	0	21.08	0
0069Bermuda	 33	C	5/14/2013	08:11				   700.90	0	 12.1857	0	35.5628	0	27.005	0	159.07	0	59.36	0	18.58	0
0069Bermuda	 33	C	5/14/2013	08:11				   650.61	0	 13.4293	0	35.7504	0	26.923	0	170.88	0	65.51	0	14.91	0
0069Bermuda	 33	C	5/14/2013	08:11				   601.45	0	 14.6053	0	35.9404	0	26.843	0	178.18	0	70.04	0	12.43	0
0069Bermuda	 33	C	5/14/2013	08:11				   551.56	0	 15.4707	0	36.0842	0	26.779	0	183.07	0	73.28	0	10.58	0
0069Bermuda	 33	C	5/14/2013	08:11				   501.67	0	 16.3607	0	36.2416	0	26.715	0	189.31	0	77.19	0	8.42	0
0069Bermuda	 33	C	5/14/2013	08:11				   451.68	0	 17.1599	0	36.3929	0	26.66	0	197.57	0	81.89	0	6.45	0
0069Bermuda	 33	C	5/14/2013	08:11				   400.98	0	 17.6131	0	36.4740	0	26.622	0	201.60	0	84.33	0	5.34	0
0069Bermuda	 33	C	5/14/2013	08:11				   381.75	0	 17.7448	0	36.4972	0	26.61	0	202.08	0	84.75	0	5.19	0
0069Bermuda	 33	C	5/14/2013	08:11				   361.54	0	 17.8289	0	36.4979	0	26.591	0	202.66	0	85.13	0	5.02	0
0069Bermuda	 33	C	5/14/2013	08:11				   351.62	0	 17.8888	0	36.5044	0	26.582	0	202.66	0	85.23	0	4.87	0
0069Bermuda	 33	C	5/14/2013	08:11				   340.61	0	 17.9846	0	36.5242	0	26.576	0	202.66	0	85.39	0	4.55	0
0069Bermuda	 33	C	5/14/2013	08:11				   330.76	0	 18.0915	0	36.5431	0	26.566	0	206.40	0	87.16	0	3.67	0
0069Bermuda	 33	C	5/14/2013	08:11				   320.76	0	 18.1240	0	36.5480	0	26.562	0	210.53	0	88.96	0	3.52	0
0069Bermuda	 33	C	5/14/2013	08:11				   310.84	0	 18.1400	0	36.5488	0	26.559	0	211.39	0	89.35	0	3.58	0
0069Bermuda	 33	C	5/14/2013	08:11				   301.24	0	 18.1780	0	36.5506	0	26.551	0	209.86	0	88.77	0	3.75	0
0069Bermuda	 33	C	5/14/2013	08:11				   290.49	0	 18.2169	0	36.5513	0	26.542	0	211.30	0	89.44	0	3.26	0
0069Bermuda	 33	C	5/14/2013	08:11				   281.08	0	 18.2552	0	36.5519	0	26.533	0	212.35	0	89.95	0	3.41	0
0069Bermuda	 33	C	5/14/2013	08:11				   270.70	0	 18.3098	0	36.5572	0	26.525	0	209.86	0	88.99	0	3.70	0
0069Bermuda	 33	C	5/14/2013	08:11				   260.67	0	 18.3413	0	36.5595	0	26.519	0	208.03	0	88.27	0	3.81	0
0069Bermuda	 33	C	5/14/2013	08:11				   250.93	0	 18.3762	0	36.5610	0	26.512	0	206.50	0	87.68	0	3.60	0
0069Bermuda	 33	C	5/14/2013	08:11				   241.36	0	 18.4070	0	36.5619	0	26.505	0	208.13	0	88.42	0	3.65	0
0069Bermuda	 33	C	5/14/2013	08:11				   230.89	0	 18.4431	0	36.5595	0	26.494	0	211.97	0	90.11	0	2.95	0
0069Bermuda	 33	C	5/14/2013	08:11				   221.49	0	 18.4723	0	36.5598	0	26.487	0	215.23	0	91.55	0	2.79	0
0069Bermuda	 33	C	5/14/2013	08:11				   211.29	0	 18.4566	0	36.5474	0	26.48	0	224.83	0	95.60	0	1.74	0
0069Bermuda	 33	C	5/14/2013	08:11				   201.12	0	 18.4922	0	36.5525	0	26.476	0	225.31	0	95.87	0	2.10	0
0069Bermuda	 33	C	5/14/2013	08:11				   191.16	0	 18.5298	0	36.5608	0	26.474	0	221.86	0	94.47	0	2.49	0
0069Bermuda	 33	C	5/14/2013	08:11				   181.30	0	 18.5635	0	36.5598	0	26.464	0	221.76	0	94.49	0	2.06	0
0069Bermuda	 33	C	5/14/2013	08:11				   171.57	0	 18.5822	0	36.5607	0	26.461	0	223.68	0	95.34	0	2.17	0
0069Bermuda	 33	C	5/14/2013	08:11				   160.82	0	 18.6172	0	36.5612	0	26.452	0	223.01	0	95.12	0	2.06	0
0069Bermuda	 33	C	5/14/2013	08:11				   151.37	0	 18.6622	0	36.5618	0	26.442	0	222.82	0	95.12	0	1.85	0
0069Bermuda	 33	C	5/14/2013	08:11				   141.48	0	 18.6898	0	36.5631	0	26.436	0	223.97	0	95.66	0	1.90	0
0069Bermuda	 33	C	5/14/2013	08:11				   131.62	0	 18.7169	0	36.5634	0	26.43	0	224.16	0	95.79	0	1.73	0
0069Bermuda	 33	C	5/14/2013	08:11				   121.02	0	 18.7760	0	36.5656	0	26.417	0	222.62	0	95.24	0	2.04	0
0069Bermuda	 33	C	5/14/2013	08:11				   111.22	0	 18.8537	0	36.5677	0	26.399	0	222.91	0	95.50	0	1.84	0
0069Bermuda	 33	C	5/14/2013	08:11				   101.32	0	 18.9251	0	36.5702	0	26.383	0	223.30	0	95.80	0	1.44	0
0069Bermuda	 33	C	5/14/2013	08:11				    96.66	0	 18.9490	0	36.5700	0	26.377	0	224.06	0	96.17	0	1.58	0
0069Bermuda	 33	C	5/14/2013	08:11				    91.36	0	 18.9781	0	36.5703	0	26.37	0	225.12	0	96.67	0	1.24	0
0069Bermuda	 33	C	5/14/2013	08:11				    86.72	0	 18.9930	0	36.5713	0	26.367	0	225.98	0	97.07	0	1.06	0
0069Bermuda	 33	C	5/14/2013	08:11				    81.13	0	 19.0182	0	36.5720	0	26.362	0	227.23	0	97.65	0	1.35	0
0069Bermuda	 33	C	5/14/2013	08:11				    76.65	0	 19.0453	0	36.5728	0	26.355	0	227.33	0	97.74	0	1.26	0
0069Bermuda	 33	C	5/14/2013	08:11				    71.62	0	 19.0985	0	36.5752	0	26.344	0	226.85	0	97.64	0	1.08	0
0069Bermuda	 33	C	5/14/2013	08:11				    66.10	0	 19.1162	0	36.5766	0	26.341	0	226.94	0	97.71	0	1.07	0
0069Bermuda	 33	C	5/14/2013	08:11				    61.61	0	 19.1695	0	36.5804	0	26.331	0	227.90	0	98.22	0	0.71	0
0069Bermuda	 33	C	5/14/2013	08:11				    56.21	0	 19.2126	0	36.5786	0	26.318	0	232.03	0	100.08	0	0.38	0
0069Bermuda	 33	C	5/14/2013	08:11				    51.39	0	 19.2786	0	36.5739	0	26.297	0	235.78	0	101.82	0	0.19	0
0069Bermuda	 33	C	5/14/2013	08:11				    46.49	0	 19.4402	0	36.5762	0	26.258	0	238.27	0	103.21	0	0.29	0
0069Bermuda	 33	C	5/14/2013	08:11				    41.73	0	 19.5666	0	36.5773	0	26.227	0	239.14	0	103.82	0	0.35	0
0069Bermuda	 33	C	5/14/2013	08:11				    36.68	0	 19.7652	0	36.5762	0	26.175	0	241.25	0	105.12	0	0.28	0
0069Bermuda	 33	C	5/14/2013	08:11				    31.72	0	 20.2722	0	36.5631	0	26.031	0	240.38	0	105.72	0	0.27	0
0069Bermuda	 33	C	5/14/2013	08:11				    26.89	0	 20.8140	0	36.5762	0	25.898	0	235.97	0	104.81	0	0.70	0
0069Bermuda	 33	C	5/14/2013	08:11				    21.88	0	 20.8668	0	36.5728	0	25.881	0	234.43	0	104.22	0	0.29	0
0069Bermuda	 33	C	5/14/2013	08:11				    16.57	0	 20.8787	0	36.5736	0	25.878	0	234.14	0	104.12	0	0.40	0
0069Bermuda	 33	C	5/14/2013	08:11				    11.07	0	 20.8876	0	36.5712	0	25.874	0	234.24	0	104.18	0	0.24	0
0069Bermuda	 33	C	5/14/2013	08:11				     7.62	0	 20.8898	0	36.5720	0	25.874	0	234.34	0	104.22	0	0.24	0
0069Bermuda	 33	C	5/14/2013	08:11																			
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   998.85	0	  6.7405	0	35.0947	0	27.492	0	211.01	0	69.63	0	21.44	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   950.80	0	  7.5834	0	35.1328	0	27.406	0	191.33	0	64.39	0	22.41	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   900.94	0	  8.3358	0	35.1779	0	27.333	0	177.50	0	60.78	0	22.78	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   851.65	0	  9.0240	0	35.2216	0	27.263	0	167.14	0	58.13	0	22.87	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   801.32	0	 10.1768	0	35.3259	0	27.163	0	158.88	0	56.72	0	21.98	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   751.52	0	 11.3447	0	35.4454	0	27.06	0	154.46	0	56.59	0	20.75	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   701.01	0	 12.5078	0	35.6110	0	26.984	0	161.09	0	60.54	0	17.47	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   650.25	0	 13.9554	0	35.8341	0	26.887	0	175.20	0	67.93	0	14.03	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   600.75	0	 15.0199	0	35.9979	0	26.804	0	180.48	0	71.56	0	11.50	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   551.47	0	 15.9066	0	36.1590	0	26.747	0	184.51	0	74.53	0	9.69	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   500.95	0	 16.7055	0	36.3059	0	26.691	0	193.34	0	79.39	0	7.64	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   450.92	0	 17.3754	0	36.4306	0	26.641	0	200.83	0	83.60	0	5.76	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   401.63	0	 17.8510	0	36.5180	0	26.602	0	202.94	0	85.30	0	4.87	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   381.06	0	 18.0124	0	36.5371	0	26.58	0	204.19	0	86.09	0	4.39	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   361.57	0	 18.1150	0	36.5419	0	26.559	0	218.69	0	92.39	0	3.16	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   350.78	0	 18.1528	0	36.5436	0	26.551	0	218.69	0	92.45	0	3.03	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   341.30	0	 18.1811	0	36.5442	0	26.545	0	219.36	0	92.79	0	2.65	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   330.75	0	 18.2182	0	36.5448	0	26.536	0	220.70	0	93.42	0	2.70	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   321.59	0	 18.2758	0	36.5496	0	26.526	0	218.78	0	92.71	0	2.75	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   311.44	0	 18.3222	0	36.5502	0	26.516	0	219.46	0	93.08	0	2.72	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   301.50	0	 18.3430	0	36.5514	0	26.512	0	220.51	0	93.56	0	2.49	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   291.58	0	 18.3682	0	36.5526	0	26.506	0	221.57	0	94.06	0	2.23	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   280.72	0	 18.3770	0	36.5525	0	26.504	0	222.82	0	94.60	0	2.09	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   271.35	0	 18.3812	0	36.5517	0	26.502	0	224.06	0	95.14	0	2.10	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   260.75	0	 18.3884	0	36.5512	0	26.5	0	224.54	0	95.36	0	2.17	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   251.03	0	 18.3902	0	36.5507	0	26.499	0	225.70	0	95.85	0	2.15	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   241.63	0	 18.3972	0	36.5494	0	26.497	0	226.37	0	96.15	0	2.04	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   231.09	0	 18.4056	0	36.5491	0	26.494	0	227.42	0	96.61	0	1.96	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   221.36	0	 18.4285	0	36.5506	0	26.49	0	226.94	0	96.45	0	2.09	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   210.94	0	 18.4538	0	36.5519	0	26.485	0	226.37	0	96.25	0	2.24	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   201.44	0	 18.4835	0	36.5534	0	26.479	0	226.56	0	96.39	0	2.08	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   191.02	0	 18.5078	0	36.5553	0	26.474	0	226.27	0	96.31	0	2.28	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   180.76	0	 18.5427	0	36.5598	0	26.47	0	224.54	0	95.64	0	2.28	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   171.47	0	 18.5680	0	36.5609	0	26.464	0	223.49	0	95.23	0	2.27	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   161.24	0	 18.5895	0	36.5599	0	26.458	0	223.10	0	95.11	0	2.43	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   151.07	0	 18.6445	0	36.5613	0	26.446	0	225.50	0	96.23	0	2.16	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   141.34	0	 18.7017	0	36.5630	0	26.433	0	227.04	0	96.99	0	1.92	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   130.90	0	 18.7438	0	36.5628	0	26.422	0	227.23	0	97.15	0	1.90	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   121.47	0	 18.7854	0	36.5646	0	26.414	0	227.23	0	97.23	0	1.75	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   111.31	0	 18.8250	0	36.5672	0	26.406	0	226.94	0	97.18	0	1.69	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		   101.30	0	 18.8741	0	36.5663	0	26.393	0	227.14	0	97.35	0	1.68	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    96.70	0	 18.8863	0	36.5677	0	26.391	0	227.04	0	97.33	0	1.61	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    91.46	0	 18.9078	0	36.5675	0	26.385	0	227.04	0	97.37	0	1.52	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    86.56	0	 18.9298	0	36.5694	0	26.382	0	227.14	0	97.45	0	1.55	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    81.10	0	 18.9394	0	36.5698	0	26.379	0	227.04	0	97.43	0	1.65	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    76.62	0	 18.9584	0	36.5700	0	26.375	0	226.85	0	97.38	0	1.47	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    71.69	0	 19.0152	0	36.5730	0	26.363	0	226.46	0	97.32	0	1.50	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    66.34	0	 19.0506	0	36.5735	0	26.355	0	227.14	0	97.67	0	1.12	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    61.63	0	 19.1013	0	36.5742	0	26.343	0	228.10	0	98.18	0	1.19	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    56.56	0	 19.1422	0	36.5760	0	26.334	0	229.25	0	98.75	0	0.92	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    51.52	0	 19.2319	0	36.5795	0	26.314	0	230.98	0	99.66	0	0.46	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    46.52	0	 19.3427	0	36.5796	0	26.286	0	234.53	0	101.40	0	0.40	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    41.82	0	 19.5385	0	36.5833	0	26.239	0	239.23	0	103.81	0	0.51	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    36.80	0	 19.7015	0	36.5837	0	26.198	0	241.06	0	104.92	0	0.53	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    31.87	0	 20.0085	0	36.5835	0	26.118	0	242.78	0	106.27	0	0.63	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    26.84	0	 20.8386	0	36.5337	0	25.855	0	235.30	0	104.53	0	1.08	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    21.42	0	 20.8589	0	36.5304	0	25.847	0	234.05	0	104.01	0	0.27	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    16.29	0	 20.8698	0	36.5285	0	25.842	0	233.76	0	103.90	0	0.34	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		    11.41	0	 20.8777	0	36.5271	0	25.839	0	233.47	0	103.79	0	0.49	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414		     7.47	0	 20.8805	0	36.5265	0	25.838	0	233.66	0	103.88	0	0.37	0
0069Bermuda	 34	C	05/19/2013	12:56	295.952	 33.414																	
0069Bermuda	 35	C	05/24/2013	16:14	296.079	 33.407		   997.99	0	  6.9104	0	35.1027	0	27.476	0	205.34	0	68.03	0	21.75	0
0069Bermuda	 35	C	05/24/2013	16:14	296.079	 33.407		   951.13	0	  7.4799	0	35.1251	0	27.415	0	192.19	0	64.53	0	22.57	0
0069Bermuda	 35	C	05/24/2013	16:14	296.079	 33.407		   901.58	0	  8.3674	0	35.1721	0	27.323	0	175.78	0	60.23	0	22.97	0
0069Bermuda	 35	C	05/24/2013	16:14	296.079	 33.407		   851.11	0	  9.2654	0	35.2437	0	27.244	0	165.02	0	57.72	0	22.79	0
0069Bermuda	 35	C	05/24/2013	16:14	296.079	 33.407		   800.70	0	 10.2998	0	35.3366	0	27.151	0	159.17	0	56.98	0	22.05	0
