//0																															
//Oxygen, 1.02
//Nitrate, 1,1,-0.25,0
//pH, 1, -0.15, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
0511SoOcn	1	C	12/18/2014	16:32				94	0	0.883	0	34.651	0	27.773	0	202.88	0	57.83	0		8	0.13	0	0.000111	0	2.35	0	7.9115	0	7.5911	0
0511SoOcn	1	C	12/18/2014	16:32				92	0	0.864	0	34.649	0	27.772	0	203.49	0	57.98	0	32.45	8	0.14	0	0.000112	0	2.33	0	7.9125	0	7.5915	0
0511SoOcn	1	C	12/18/2014	16:32				90	0	0.855	0	34.647	0	27.771	0	203.90	0	58.08	0		8	0.17	0	0.000114	0	2.31	0	7.9122	0	7.5911	0
0511SoOcn	1	C	12/18/2014	16:32				88	0	0.843	0	34.646	0	27.771	0	204.41	0	58.21	0	32.35	8	0.2	0	0.000124	0	2.32	0	7.9127	0	7.5913	0
0511SoOcn	1	C	12/18/2014	16:32				86	0	0.82	0	34.643	0	27.77	0	204.92	0	58.32	0		8	0.17	0	0.000116	0	2.31	0	7.9126	0	7.5909	0
0511SoOcn	1	C	12/18/2014	16:32				84	0	0.771	0	34.638	0	27.769	0	205.84	0	58.50	0		8	0.23	0	0.000116	0	2.28	0	7.9147	0	7.5922	0
0511SoOcn	1	C	12/18/2014	16:32				82	0	0.721	0	34.632	0	27.768	0	207.06	0	58.77	0	32.65	8	0.26	0	0.000125	0	2.25	0	7.9156	0	7.5923	0
0511SoOcn	1	C	12/18/2014	16:32				80	0	0.646	0	34.625	0	27.767	0	208.69	0	59.12	0		8	0.43	0	0.000133	0	2.23	0	7.9182	0	7.5936	0
0511SoOcn	1	C	12/18/2014	16:32				78	0	0.58	0	34.617	0	27.764	0	210.73	0	59.59	0	32.45	8	0.46	0	0.000146	0	2.23	0	7.9203	0	7.5947	0
0511SoOcn	1	C	12/18/2014	16:32				76	0	0.491	0	34.606	0	27.761	0	212.87	0	60.05	0		8	0.83	0	0.000142	0	2.16	0	7.9232	0	7.5963	0
0511SoOcn	1	C	12/18/2014	16:32				74	0	0.358	0	34.588	0	27.754	0	216.14	0	60.75	0		8	0.74	0	0.000151	0	2.16	0	7.9291	0	7.5997	0
0511SoOcn	1	C	12/18/2014	16:32				72	0	0.303	0	34.573	0	27.745	0	219.20	0	61.52	0	32.45	8	0.82	0	0.000162	0	2.14	0	7.9328	0	7.6021	0
0511SoOcn	1	C	12/18/2014	16:32				70	0	0.082	0	34.537	0	27.728	0	223.18	0	62.26	0		8	1.32	0	0.000189	0	2.09	0	7.9388	0	7.6056	0
0511SoOcn	1	C	12/18/2014	16:32				68	0	-0.214	0	34.501	0	27.714	0	230.11	0	63.68	0	32.85	8	1.7	0	0.000212	0	2.04	0	7.9523	0	7.6137	0
0511SoOcn	1	C	12/18/2014	16:32				66	0	-0.464	0	34.467	0	27.699	0	238.88	0	65.65	0		8	1.19	0	0.000178	0	2	0	7.9632	0	7.6199	0
0511SoOcn	1	C	12/18/2014	16:32				64	0	-0.629	0	34.438	0	27.683	0	246.13	0	67.33	0		8	1.48	0	0.000199	0	1.97	0	7.9681	0	7.6224	0
0511SoOcn	1	C	12/18/2014	16:32				62	0	-0.968	0	34.376	0	27.646	0	255.20	0	69.16	0	33.55	8	1.53	0	0.00025	0	1.9	0	7.9781	0	7.6279	0
0511SoOcn	1	C	12/18/2014	16:32				60	0	-1.049	0	34.342	0	27.622	0	263.06	0	71.11	0		8	2.49	0	0.000243	0	1.89	0	7.9886	0	7.6348	0
0511SoOcn	1	C	12/18/2014	16:32				58	0	-0.942	0	34.316	0	27.597	0	266.53	0	72.24	0	32.55	8	2.67	0	0.0003	0	1.86	0	7.9892	0	7.6363	0
0511SoOcn	1	C	12/18/2014	16:32				56	0	-1.013	0	34.301	0	27.587	0	269.28	0	72.84	0		8	2.42	0	0.000283	0	1.84	0	7.9926	0	7.6388	0
0511SoOcn	1	C	12/18/2014	16:32				54	0	-1.169	0	34.271	0	27.569	0	273.16	0	73.57	0		8	2.63	0	0.000302	0	1.83	0	7.9968	0	7.6408	0
0511SoOcn	1	C	12/18/2014	16:32				52	0	-1.323	0	34.245	0	27.553	0	277.24	0	74.34	0	33.05	8	3.29	0	0.000323	0	1.81	0	8.0020	0	7.6434	0
0511SoOcn	1	C	12/18/2014	16:32				50	0	-1.421	0	34.225	0	27.54	0	280.40	0	74.98	0		8	2.47	0	0.000297	0	1.78	0	8.0052	0	7.6447	0
0511SoOcn	1	C	12/18/2014	16:32				48	0	-1.488	0	34.212	0	27.531	0	282.85	0	75.49	0	32.65	8	2.86	0	0.000281	0	1.76	0	8.0080	0	7.6463	0
0511SoOcn	1	C	12/18/2014	16:32				46	0	-1.477	0	34.197	0	27.519	0	285.40	0	76.19	0		8	4.55	0	0.000398	0	1.76	0	8.0119	0	7.6496	0
0511SoOcn	1	C	12/18/2014	16:32				44	0	-1.466	0	34.192	0	27.514	0	287.44	0	76.75	0		8	3.15	0	0.00052	0	1.75	0	8.0131	0	7.6508	0
0511SoOcn	1	C	12/18/2014	16:32				42	0	-1.476	0	34.179	0	27.504	0	289.99	0	77.41	0	32.25	8	5.84	0	0.000368	0	1.76	0	8.0179	0	7.6551	0
0511SoOcn	1	C	12/18/2014	16:32				40	0	-1.494	0	34.152	0	27.483	0	295.29	0	78.77	0		8	9.6	0	0.000548	0	1.74	0	8.0287	0	7.6646	0
0511SoOcn	1	C	12/18/2014	16:32				38	0	-1.513	0	34.109	0	27.448	0	304.06	0	81.04	0	31.45	8	9.52	0	0.000576	0	1.77	0	8.0416	0	7.6761	0
0511SoOcn	1	C	12/18/2014	16:32				36	0	-1.536	0	34.083	0	27.428	0	314.26	0	83.69	0		8	6.97	0	0.000573	0	1.73	0	8.0454	0	7.6792	0
0511SoOcn	1	C	12/18/2014	16:32				34	0	-1.521	0	34.064	0	27.412	0	320.99	0	85.51	0		8	8.84	0	0.000734	0	1.71	0	8.0504	0	7.6838	0
0511SoOcn	1	C	12/18/2014	16:32				32	0	-1.47	0	33.992	0	27.352	0	327.11	0	87.22	0	31.05	8	15.47	0	0.000629	0	1.72	0	8.0574	0	7.6907	0
0511SoOcn	1	C	12/18/2014	16:32				30	0	-1.414	0	33.922	0	27.294	0	337.82	0	90.16	0		8	7.26	0	0.000847	0	1.69	0	8.0653	0	7.6986	0
0511SoOcn	1	C	12/18/2014	16:32				27.9	0	-1.34	0	33.816	0	27.205	0	348.13	0	93.03	0	29.85	8	8.56	0	0.000823	0	1.69	0	8.0698	0	7.7037	0
0511SoOcn	1	C	12/18/2014	16:32				26	0	-1.326	0	33.77	0	27.167	0	354.55	0	94.75	0		8	8.19	0	0.000847	0	1.66	0	8.0725	0	7.7064	0
0511SoOcn	1	C	12/18/2014	16:32				24	0	-1.326	0	33.719	0	27.126	0	356.90	0	95.35	0		8	8.43	0	0.000911	0	1.65	0	8.0731	0	7.7069	0
0511SoOcn	1	C	12/18/2014	16:32				22.1	0	-1.309	0	33.672	0	27.087	0	358.33	0	95.74	0	30.15	8	6.1	0	0.000769	0	1.63	0	8.0737	0	7.7075	0
0511SoOcn	1	C	12/18/2014	16:32				19.9	0	-1.33	0	33.621	0	27.047	0	360.77	0	96.31	0		8	4.98	0	0.000904	0	1.62	0	8.0765	0	7.7098	0
0511SoOcn	1	C	12/18/2014	16:32				18	0	-1.302	0	33.615	0	27.041	0	361.59	0	96.59	0	30.05	8	5.96	0	0.000918	0	1.6	0	8.0772	0	7.7107	0
0511SoOcn	1	C	12/18/2014	16:32				16	0	-1.3	0	33.612	0	27.038	0	361.90	0	96.68	0		8	3.71	0	0.000627	0	1.61	0	8.0770	0	7.7105	0
0511SoOcn	1	C	12/18/2014	16:32				14.1	0	-1.296	0	33.609	0	27.036	0	361.90	0	96.69	0		8	4.08	0	0.000603	0	1.62	0	8.0783	0	7.7117	0
0511SoOcn	1	C	12/18/2014	16:32				12.1	0	-1.289	0	33.603	0	27.031	0	361.90	0	96.70	0	29.95	8	3.34	0	0.000496	0	1.6	0	8.0791	0	7.7124	0
0511SoOcn	1	C	12/18/2014	16:32				10	0	-1.268	0	33.579	0	27.011	0	361.79	0	96.71	0		8	3.1	0	0.000625	0	1.6	0	8.0786	0	7.7121	0
0511SoOcn	1	C	12/18/2014	16:32				8	0	-1.264	0	33.577	0	27.009	0	361.79	0	96.72	0	29.65	8	2.96	0	0.000549	0	1.61	0	8.0789	0	7.7125	0
0511SoOcn	1	C	12/18/2014	16:32				6	0	-1.264	0	33.576	0	27.008	0	361.69	0	96.69	0		8	3.73	0	0.000687	0	1.58	0	8.0796	0	7.7130	0
0511SoOcn	1	C	12/18/2014	16:32				4.3	0	-1.261	0	33.575	0	27.007	0	361.69	0	96.70	0		8	3.58	0	0.000756	0	1.59	0	8.0800	0	7.7134	0
0511SoOcn	1	C	12/18/2014	16:32	NaN	NaN																									
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		2000	0	0.0594	0	34.661	0	27.829	0	223.28	0	62.30	0	33.65	0	0.02	0	0.000094	0	2.39	0	7.8697	0	7.6039	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1949.5	0	0.0734	0	34.661	0	27.829	0	231.13	0	64.52	0	33.85	0	0.02	0	0.000095	0	2.39	0	7.8723	0	7.6049	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1899.6	0	0.0856	0	34.662	0	27.829	0	230.52	0	64.37	0	33.95	0	0.02	0	0.000094	0	2.39	0	7.8733	0	7.6043	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1849.4	0	0.1044	0	34.663	0	27.829	0	229.19	0	64.03	0	33.95	0	0.02	0	0.000093	0	2.4	0	7.8736	0	7.6032	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1798.6	0	0.1272	0	34.664	0	27.828	0	227.15	0	63.50	0	34.05	0	0.02	0	0.000094	0	2.42	0	7.8749	0	7.6030	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1749.2	0	0.1397	0	34.665	0	27.828	0	225.73	0	63.12	0	34.15	0	0.02	0	0.000094	0	2.42	0	7.8745	0	7.6012	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1699.1	0	0.1629	0	34.666	0	27.828	0	225.83	0	63.19	0	34.05	0	0.02	0	0.000095	0	2.4	0	7.8791	0	7.6041	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1649.8	0	0.1845	0	34.666	0	27.827	0	224.30	0	62.79	0	34.05	0	0.02	0	0.000094	0	2.42	0	7.8806	0	7.6041	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1598.7	0	0.2065	0	34.668	0	27.827	0	223.79	0	62.69	0	34.15	0	0.02	0	0.000095	0	2.41	0	7.8833	0	7.6052	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1549.1	0	0.2245	0	34.668	0	27.826	0	223.07	0	62.52	0	33.95	0	0.02	0	0.000094	0	2.43	0	7.8860	0	7.6063	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1499.4	0	0.2438	0	34.669	0	27.826	0	222.46	0	62.38	0	34.05	0	0.03	0	0.000094	0	2.41	0	7.8889	0	7.6076	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1449.4	0	0.2679	0	34.67	0	27.825	0	221.44	0	62.13	0	34.15	0	0.02	0	0.000095	0	2.39	0	7.8904	0	7.6076	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1399	0	0.2891	0	34.671	0	27.825	0	220.63	0	61.94	0	34.15	0	0.03	0	0.000095	0	2.42	0	7.8924	0	7.6081	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1349.3	0	0.3101	0	34.672	0	27.824	0	219.61	0	61.69	0	34.05	0	0.02	0	0.000095	0	2.43	0	7.8941	0	7.6084	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1299.5	0	0.3337	0	34.673	0	27.824	0	218.89	0	61.52	0	34.15	0	0.02	0	0.000096	0	2.44	0	7.8954	0	7.6082	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1249.3	0	0.357	0	34.674	0	27.823	0	216.75	0	60.96	0	34.25	0	0.03	0	0.000097	0	2.43	0	7.8954	0	7.6069	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1198.8	0	0.3739	0	34.675	0	27.823	0	216.24	0	60.84	0	34.25	0	0.03	0	0.000096	0	2.42	0	7.8984	0	7.6082	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1149.3	0	0.3948	0	34.676	0	27.823	0	215.53	0	60.68	0	34.15	0	0.02	0	0.000096	0	2.44	0	7.8993	0	7.6076	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1099.7	0	0.4233	0	34.677	0	27.822	0	214.71	0	60.49	0	34.25	0	0.02	0	0.000096	0	2.42	0	7.9001	0	7.6072	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		1049.2	0	0.4465	0	34.678	0	27.821	0	213.79	0	60.27	0	34.25	0	0.03	0	0.000098	0	2.44	0	7.9025	0	7.6080	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		999.3	0	0.4707	0	34.679	0	27.821	0	212.36	0	59.90	0	34.15	0	0.02	0	0.000097	0	2.46	0	7.9023	0	7.6065	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		978	0	0.486	0	34.679	0	27.82	0	212.36	0	59.93	0		8	0.02	0	0.000098	0	2.46	0	7.9012	0	7.6051	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		976	0	0.488	0	34.679	0	27.82	0	212.36	0	59.93	0		8	0.03	0	0.000097	0	2.43	0	7.9018	0	7.6055	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		974	0	0.491	0	34.679	0	27.819	0	212.67	0	60.02	0		8	0.02	0	0.000097	0	2.45	0	7.9023	0	7.6059	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		972	0	0.491	0	34.679	0	27.819	0	212.87	0	60.08	0		8	0.02	0	0.000096	0	2.43	0	7.9025	0	7.6061	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		970	0	0.493	0	34.679	0	27.819	0	212.98	0	60.11	0		8	0.02	0	0.000096	0	2.42	0	7.9019	0	7.6055	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		968	0	0.494	0	34.679	0	27.819	0	212.98	0	60.11	0		8	0.02	0	0.000096	0	2.44	0	7.9020	0	7.6055	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		966	0	0.494	0	34.679	0	27.819	0	213.08	0	60.14	0		8	0.02	0	0.000096	0	2.44	0	7.9021	0	7.6056	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		964	0	0.495	0	34.679	0	27.819	0	213.08	0	60.14	0		8	0.02	0	0.000096	0	2.42	0	7.9030	0	7.6063	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		962	0	0.498	0	34.679	0	27.819	0	213.08	0	60.15	0		8	0.02	0	0.000096	0	2.43	0	7.9029	0	7.6062	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		960	0	0.499	0	34.679	0	27.819	0	213.08	0	60.15	0		8	0.02	0	0.000096	0	2.44	0	7.9032	0	7.6065	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		958	0	0.5	0	34.679	0	27.819	0	212.98	0	60.12	0		8	0.02	0	0.000096	0	2.42	0	7.9027	0	7.6059	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		956	0	0.5	0	34.679	0	27.819	0	213.08	0	60.15	0		8	0.02	0	0.000096	0	2.44	0	7.9024	0	7.6056	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		954	0	0.501	0	34.68	0	27.82	0	213.08	0	60.15	0		8	0.02	0	0.000096	0	2.43	0	7.9026	0	7.6058	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		952	0	0.503	0	34.68	0	27.82	0	213.08	0	60.16	0	33.85	0	0.02	0	0.000097	0	2.4	0	7.9029	0	7.6060	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		950	0	0.504	0	34.68	0	27.82	0	213.08	0	60.16	0		8	0.02	0	0.000095	0	2.4	0	7.9030	0	7.6060	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		948	0	0.505	0	34.68	0	27.819	0	213.08	0	60.16	0		8	0.02	0	0.000096	0	2.4	0	7.9029	0	7.6059	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		946	0	0.506	0	34.68	0	27.819	0	212.98	0	60.13	0		8	0.03	0	0.000096	0	2.42	0	7.9026	0	7.6055	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		944	0	0.507	0	34.68	0	27.819	0	212.98	0	60.13	0		8	0.02	0	0.000096	0	2.42	0	7.9022	0	7.6051	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		942	0	0.508	0	34.68	0	27.819	0	212.87	0	60.11	0		8	0.02	0	0.000096	0	2.42	0	7.9027	0	7.6055	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		940	0	0.508	0	34.68	0	27.819	0	212.87	0	60.11	0		8	0.02	0	0.000095	0	2.42	0	7.9030	0	7.6057	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		938	0	0.509	0	34.68	0	27.819	0	212.87	0	60.11	0		8	0.02	0	0.000096	0	2.43	0	7.9030	0	7.6057	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		936	0	0.51	0	34.68	0	27.819	0	212.87	0	60.11	0		8	0.02	0	0.000096	0	2.42	0	7.9032	0	7.6058	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		934	0	0.511	0	34.68	0	27.819	0	212.77	0	60.08	0		8	0.02	0	0.000096	0	2.44	0	7.9032	0	7.6057	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		932	0	0.513	0	34.68	0	27.819	0	212.77	0	60.09	0		8	0.02	0	0.000096	0	2.4	0	7.9043	0	7.6067	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		930	0	0.515	0	34.68	0	27.819	0	212.77	0	60.09	0		8	0.03	0	0.000096	0	2.41	0	7.9043	0	7.6067	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		928	0	0.517	0	34.68	0	27.819	0	212.77	0	60.09	0		8	0.02	0	0.000095	0	2.41	0	7.9040	0	7.6064	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		926	0	0.518	0	34.68	0	27.819	0	212.67	0	60.07	0		8	0.02	0	0.000096	0	2.43	0	7.9042	0	7.6065	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		924	0	0.519	0	34.68	0	27.819	0	212.77	0	60.10	0		8	0.03	0	0.000096	0	2.42	0	7.9037	0	7.6060	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		922	0	0.519	0	34.68	0	27.819	0	212.67	0	60.07	0		8	0.02	0	0.000095	0	2.42	0	7.9037	0	7.6059	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		920	0	0.521	0	34.68	0	27.818	0	212.77	0	60.10	0		8	0.02	0	0.000095	0	2.39	0	7.9043	0	7.6065	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		918	0	0.522	0	34.68	0	27.818	0	212.77	0	60.10	0		8	0.02	0	0.000096	0	2.4	0	7.9047	0	7.6068	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		916	0	0.523	0	34.68	0	27.818	0	212.77	0	60.10	0		8	0.02	0	0.000095	0	2.41	0	7.9053	0	7.6073	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		914	0	0.524	0	34.681	0	27.819	0	212.77	0	60.10	0		8	0.02	0	0.000097	0	2.42	0	7.9054	0	7.6073	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		912	0	0.525	0	34.681	0	27.819	0	212.87	0	60.13	0		8	0.03	0	0.000097	0	2.41	0	7.9057	0	7.6075	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		910	0	0.526	0	34.681	0	27.819	0	212.87	0	60.14	0		8	0.02	0	0.000096	0	2.42	0	7.9060	0	7.6077	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		908	0	0.526	0	34.681	0	27.819	0	212.87	0	60.14	0		8	0.02	0	0.000096	0	2.4	0	7.9063	0	7.6080	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		906	0	0.527	0	34.681	0	27.819	0	212.87	0	60.14	0		8	0.03	0	0.000096	0	2.39	0	7.9055	0	7.6072	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		904	0	0.527	0	34.681	0	27.819	0	212.87	0	60.14	0		8	0.02	0	0.000095	0	2.42	0	7.9057	0	7.6073	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		902	0	0.527	0	34.681	0	27.819	0	212.87	0	60.14	0	34.05	0	0.02	0	0.000095	0	2.42	0	7.9061	0	7.6076	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		900	0	0.529	0	34.681	0	27.819	0	212.87	0	60.14	0		8	0.02	0	0.000095	0	2.42	0	7.9055	0	7.6070	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		898	0	0.53	0	34.681	0	27.819	0	212.87	0	60.14	0		8	0.02	0	0.000097	0	2.42	0	7.9062	0	7.6076	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		896	0	0.531	0	34.681	0	27.819	0	212.87	0	60.14	0		8	0.02	0	0.000096	0	2.4	0	7.9061	0	7.6074	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		894	0	0.531	0	34.681	0	27.819	0	212.77	0	60.11	0		8	0.02	0	0.000096	0	2.43	0	7.9060	0	7.6073	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		892	0	0.532	0	34.681	0	27.819	0	212.67	0	60.09	0		8	0.02	0	0.000096	0	2.42	0	7.9057	0	7.6070	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		890	0	0.533	0	34.681	0	27.819	0	212.47	0	60.03	0		8	0.02	0	0.000096	0	2.41	0	7.9047	0	7.6060	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		888	0	0.535	0	34.681	0	27.818	0	212.26	0	59.98	0		8	0.02	0	0.000095	0	2.4	0	7.9047	0	7.6060	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		886	0	0.536	0	34.681	0	27.818	0	212.16	0	59.95	0		8	0.02	0	0.000096	0	2.43	0	7.9053	0	7.6064	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		884	0	0.537	0	34.681	0	27.818	0	212.06	0	59.92	0		8	0.02	0	0.000097	0	2.42	0	7.9054	0	7.6064	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		882	0	0.538	0	34.681	0	27.818	0	212.06	0	59.92	0		8	0.02	0	0.000096	0	2.39	0	7.9050	0	7.6061	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		880	0	0.539	0	34.681	0	27.818	0	211.96	0	59.90	0		8	0.02	0	0.000096	0	2.42	0	7.9050	0	7.6060	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		878	0	0.541	0	34.681	0	27.818	0	211.85	0	59.87	0		8	0.02	0	0.000098	0	2.42	0	7.9047	0	7.6057	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		876	0	0.543	0	34.681	0	27.818	0	211.85	0	59.87	0		8	0.02	0	0.000096	0	2.44	0	7.9043	0	7.6053	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		874	0	0.544	0	34.681	0	27.818	0	211.65	0	59.82	0		8	0.02	0	0.000096	0	2.42	0	7.9050	0	7.6059	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		872	0	0.545	0	34.681	0	27.818	0	211.65	0	59.82	0		8	0.02	0	0.000096	0	2.42	0	7.9046	0	7.6055	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		870	0	0.545	0	34.681	0	27.818	0	211.55	0	59.79	0		8	0.02	0	0.000095	0	2.42	0	7.9049	0	7.6057	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		868	0	0.546	0	34.681	0	27.818	0	211.55	0	59.79	0		8	0.02	0	0.000096	0	2.42	0	7.9049	0	7.6056	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		866	0	0.546	0	34.681	0	27.818	0	211.55	0	59.79	0		8	0.03	0	0.000097	0	2.43	0	7.9046	0	7.6053	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		864	0	0.546	0	34.681	0	27.818	0	211.55	0	59.79	0		8	0.03	0	0.000097	0	2.42	0	7.9050	0	7.6056	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		862	0	0.546	0	34.681	0	27.818	0	211.45	0	59.76	0		8	0.02	0	0.000096	0	2.42	0	7.9056	0	7.6061	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		860	0	0.546	0	34.681	0	27.818	0	211.45	0	59.76	0		8	0.02	0	0.000097	0	2.42	0	7.9056	0	7.6060	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		858	0	0.547	0	34.681	0	27.818	0	211.45	0	59.77	0		8	0.02	0	0.000097	0	2.42	0	7.9054	0	7.6058	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		856	0	0.548	0	34.681	0	27.818	0	211.34	0	59.74	0		8	0.02	0	0.000096	0	2.45	0	7.9056	0	7.6059	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		854	0	0.549	0	34.681	0	27.818	0	211.34	0	59.74	0		8	0.02	0	0.000095	0	2.41	0	7.9060	0	7.6062	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		852	0	0.552	0	34.681	0	27.817	0	211.45	0	59.77	0		8	0.02	0	0.000096	0	2.42	0	7.9066	0	7.6068	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		850	0	0.553	0	34.682	0	27.818	0	211.45	0	59.78	0	34.05	0	0.02	0	0.000095	0	2.42	0	7.9067	0	7.6067	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		848	0	0.553	0	34.682	0	27.818	0	211.55	0	59.80	0		8	0.03	0	0.000096	0	2.42	0	7.9066	0	7.6066	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		846	0	0.553	0	34.682	0	27.818	0	211.55	0	59.80	0		8	0.02	0	0.000096	0	2.43	0	7.9062	0	7.6062	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		844	0	0.554	0	34.682	0	27.818	0	211.65	0	59.83	0		8	0.02	0	0.000096	0	2.42	0	7.9066	0	7.6065	0
0511SoOcn	2	C	12/28/2014	20:28	-0.002	-65.002		842	0	0.554	0	34.682	0	27.818	0	211.55	0	59.81	0		8	0.02	0	0.000096	0	2.39	0	7.9068	0	7.6066	0
