//0																						
//Oxygen, 1.11
//Nitrate, 1, 1, 0.8, -.5
//Nitrate, 182, 1, -2, 1
//Nitrate, 263, 1, -1, 1
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		360.79	0	18.213	0	36.5496	0	26.542	0	202.35	0	85.65	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		351.59	0	18.2693	0	36.5528	0	26.531	0	202.58	0	85.83	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		341.03	0	18.3085	0	36.5503	0	26.519	0	202.91	0	86.04	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		331.43	0	18.3379	0	36.5439	0	26.506	0	203.91	0	86.51	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		321.46	0	18.3461	0	36.5411	0	26.502	0	205.57	0	87.22	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		309.33	0	18.3824	0	36.5308	0	26.484	0	208.01	0	88.32	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		301.31	0	18.4113	0	36.5292	0	26.476	0	208.90	0	88.74	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		291.3	0	18.4514	0	36.5288	0	26.466	0	209.46	0	89.04	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		281.65	0	18.5995	0	36.5524	0	26.449	0	207.68	0	88.55	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		270.95	0	18.6377	0	36.5367	0	26.426	0	206.02	0	87.89	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		261.62	0	18.7814	0	36.5606	0	26.411	0	204.13	0	87.33	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		251.2	0	18.8352	0	36.5498	0	26.389	0	203.35	0	87.08	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		240.94	0	18.8733	0	36.5413	0	26.372	0	205.24	0	87.95	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		231.13	0	18.924	0	36.5334	0	26.352	0	207.13	0	88.84	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		221.6	0	18.9876	0	36.5331	0	26.336	0	208.46	0	89.51	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		211.11	0	19.1267	0	36.5431	0	26.31	0	209.35	0	90.13	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		200.36	0	19.2434	0	36.5503	0	26.286	0	210.90	0	91.00	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		191.71	0	19.3183	0	36.5629	0	26.278	0	211.46	0	91.38	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		180.91	0	19.4489	0	36.5682	0	26.249	0	211.23	0	91.50	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		171.42	0	19.5904	0	36.5865	0	26.229	0	210.68	0	91.51	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		161.6	0	19.8159	0	36.6016	0	26.183	0	207.90	0	90.69	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		151.33	0	20.0689	0	36.6081	0	26.123	0	206.90	0	90.68	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		141.52	0	20.4525	0	36.6519	0	26.059	0	203.46	0	89.82	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		131.31	0	20.7183	0	36.6513	0	25.988	0	200.80	0	89.07	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		121.37	0	21.0469	0	36.644	0	25.893	0	204.35	0	91.18	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		111.65	0	21.8804	0	36.696	0	25.708	0	196.25	0	88.91	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		101.66	0	22.4431	0	36.6473	0	25.508	0	189.37	0	86.63	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		96.78	0	22.7364	0	36.6021	0	25.385	0	193.47	0	88.94	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		91.61	0	23.734	0	36.4833	0	24.992	0	201.69	0	94.28	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		86.62	0	23.949	0	36.4265	0	24.879	0	202.46	0	94.96	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		81.62	0	24.4111	0	36.2541	0	24.591	0	206.79	0	97.67	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		76.94	0	24.5633	0	36.1769	0	24.478	0	214.23	0	101.40	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		71.7	0	24.5645	0	36.175	0	24.476	0	215.56	0	102.04	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		66.09	0	24.563	0	36.1752	0	24.477	0	215.90	0	102.19	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		61.15	0	24.5616	0	36.1751	0	24.477	0	216.23	0	102.35	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		56.27	0	24.5584	0	36.175	0	24.478	0	216.23	0	102.34	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		51.74	0	24.5599	0	36.1747	0	24.477	0	216.34	0	102.39	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		46.69	0	24.5589	0	36.1748	0	24.478	0	216.56	0	102.50	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		41.24	0	24.5583	0	36.1746	0	24.478	0	216.67	0	102.55	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		36.37	0	24.5582	0	36.1741	0	24.477	0	216.67	0	102.55	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		31.24	0	24.5577	0	36.1742	0	24.478	0	216.78	0	102.60	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		26.47	0	24.5564	0	36.1745	0	24.478	0	216.89	0	102.65	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		21.26	0	24.5557	0	36.1743	0	24.478	0	216.89	0	102.65	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		16.8	0	24.5549	0	36.1743	0	24.479	0	217.12	0	102.75	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		11.6	0	24.5523	0	36.174	0	24.479	0	217.23	0	102.80	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538		7.4	0	24.5523	0	36.1739	0	24.479	0	217.23	0	102.80	0		8	
6976BERMUDA	137	C	10/19/2012	02:27	303.91	37.538																
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		998.94	0	7.9302	0	35.1323	0	27.356	0	177.49	0	60.21	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		951.26	0	9.0036	0	35.1884	0	27.239	0	158.29	0	55.02	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		901.03	0	9.933	0	35.287	0	27.171	0	152.51	0	54.14	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		850.73	0	10.9008	0	35.3982	0	27.099	0	154.18	0	55.93	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		800.71	0	11.9524	0	35.5337	0	27.024	0	158.40	0	58.81	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		751.51	0	12.9313	0	35.6723	0	26.955	0	168.61	0	63.95	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		700.95	0	13.8034	0	35.802	0	26.891	0	174.83	0	67.56	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		651.38	0	14.8492	0	35.9674	0	26.814	0	177.60	0	70.17	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		601.04	0	15.6125	0	36.097	0	26.759	0	180.15	0	72.32	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		550.8	0	16.7092	0	36.2958	0	26.682	0	187.04	0	76.80	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		500.78	0	17.2833	0	36.4082	0	26.644	0	195.47	0	81.22	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		451.42	0	17.743	0	36.4969	0	26.61	0	200.69	0	84.16	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		401.37	0	18.0308	0	36.5405	0	26.578	0	202.24	0	85.30	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		381.19	0	18.0999	0	36.5454	0	26.566	0	201.80	0	85.23	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		361.72	0	18.1536	0	36.5448	0	26.552	0	200.80	0	84.89	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		351.3	0	18.1994	0	36.5465	0	26.542	0	201.80	0	85.39	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		341.22	0	18.2467	0	36.5452	0	26.53	0	202.02	0	85.56	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		331.67	0	18.2724	0	36.5466	0	26.525	0	202.80	0	85.93	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		319.83	0	18.3232	0	36.548	0	26.513	0	203.24	0	86.20	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		311.41	0	18.3798	0	36.5537	0	26.504	0	203.13	0	86.25	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		301.02	0	18.4451	0	36.5522	0	26.487	0	202.80	0	86.21	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		291.06	0	18.4617	0	36.5422	0	26.475	0	205.68	0	87.46	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		281.63	0	18.5255	0	36.5434	0	26.46	0	205.79	0	87.62	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		271.49	0	18.5922	0	36.549	0	26.448	0	204.68	0	87.25	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		261.4	0	18.688	0	36.5615	0	26.435	0	203.35	0	86.85	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		250.84	0	18.7632	0	36.5606	0	26.416	0	202.24	0	86.50	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		241.15	0	18.8656	0	36.5597	0	26.389	0	202.69	0	86.85	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		231.65	0	18.9893	0	36.5668	0	26.364	0	203.24	0	87.29	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		221.15	0	19.0871	0	36.5797	0	26.351	0	202.80	0	87.27	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		211.65	0	19.1663	0	36.5688	0	26.322	0	207.13	0	89.26	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		201.69	0	19.238	0	36.57	0	26.304	0	211.12	0	91.10	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		191.66	0	19.3055	0	36.5723	0	26.289	0	213.34	0	92.18	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		181.67	0	19.3652	0	36.5732	0	26.275	0	213.90	0	92.52	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		171.59	0	19.5011	0	36.5822	0	26.248	0	213.01	0	92.37	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		161.06	0	19.5465	0	36.5671	0	26.223	0	212.45	0	92.20	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		151.05	0	19.6997	0	36.5832	0	26.198	0	211.79	0	92.18	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		141.49	0	19.9737	0	36.6247	0	26.162	0	206.02	0	90.14	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		131.23	0	20.2732	0	36.6361	0	26.093	0	201.02	0	88.44	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		121.73	0	20.6138	0	36.6294	0	25.997	0	205.02	0	90.76	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		111.61	0	21.2577	0	36.6391	0	25.832	0	205.91	0	92.22	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		101.78	0	22.2004	0	36.6604	0	25.588	0	202.80	0	92.38	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		96.82	0	22.7014	0	36.6165	0	25.408	0	200.36	0	92.06	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		91.65	0	23.5832	0	36.5385	0	25.084	0	199.13	0	92.87	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		86.75	0	24.2295	0	36.3332	0	24.714	0	201.91	0	95.11	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		81.67	0	24.3853	0	36.2216	0	24.571	0	212.90	0	100.49	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		76.59	0	24.3883	0	36.2134	0	24.563	0	213.79	0	100.91	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		71.62	0	24.3893	0	36.2107	0	24.56	0	214.56	0	101.28	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		66.41	0	24.3884	0	36.2082	0	24.558	0	214.90	0	101.43	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		61.87	0	24.3849	0	36.2086	0	24.56	0	215.23	0	101.58	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		56.45	0	24.3803	0	36.2088	0	24.561	0	215.45	0	101.68	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		51.42	0	24.3839	0	36.2083	0	24.56	0	215.56	0	101.74	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		46.35	0	24.3806	0	36.2084	0	24.561	0	215.67	0	101.79	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		41.4	0	24.3767	0	36.2081	0	24.562	0	215.67	0	101.78	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		36.8	0	24.3699	0	36.2081	0	24.564	0	216.12	0	101.98	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		30.41	0	24.3734	0	36.2085	0	24.563	0	216.23	0	102.04	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		26.62	0	24.3676	0	36.209	0	24.565	0	216.23	0	102.03	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		21.75	0	24.3679	0	36.2088	0	24.565	0	216.34	0	102.08	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		16.07	0	24.3674	0	36.2086	0	24.565	0	216.45	0	102.13	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		11.37	0	24.3766	0	36.2091	0	24.563	0	216.56	0	102.20	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684		7.21	0	24.3679	0	36.2094	0	24.566	0	216.56	0	102.18	0		8	
6976BERMUDA	138	C	10/24/2012	07:25	303.742	37.684																
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		998.97	0	7.6454	0	35.1149	0	27.383	0	182.82	0	61.61	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		950.91	0	8.5045	0	35.165	0	27.297	0	168.50	0	57.91	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		900.62	0	9.5296	0	35.2432	0	27.201	0	153.74	0	54.08	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		851.13	0	10.7115	0	35.3663	0	27.105	0	147.85	0	53.41	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		801.33	0	12.1591	0	35.5652	0	27.012	0	160.62	0	59.91	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		751.04	0	13.024	0	35.6797	0	26.943	0	163.61	0	62.18	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		701.49	0	14.0507	0	35.8421	0	26.875	0	172.49	0	67.01	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		651.13	0	15.2101	0	36.0303	0	26.79	0	185.93	0	74.02	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		601.09	0	16.1026	0	36.1856	0	26.726	0	182.60	0	74.05	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		550.95	0	16.8773	0	36.3285	0	26.671	0	190.92	0	78.67	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		501.13	0	17.4459	0	36.4406	0	26.633	0	197.80	0	82.46	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		450.71	0	17.8758	0	36.5198	0	26.598	0	202.69	0	85.23	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		401.29	0	18.1006	0	36.5457	0	26.566	0	200.58	0	84.71	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		380.99	0	18.1925	0	36.5491	0	26.546	0	203.35	0	86.04	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		361.37	0	18.2946	0	36.5467	0	26.519	0	204.68	0	86.77	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		351.32	0	18.3044	0	36.5384	0	26.51	0	205.68	0	87.20	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		341.17	0	18.3213	0	36.5265	0	26.496	0	208.46	0	88.40	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		331.4	0	18.3569	0	36.5221	0	26.483	0	211.01	0	89.54	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		321.59	0	18.4401	0	36.5322	0	26.471	0	210.79	0	89.59	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		310.5	0	18.4916	0	36.5325	0	26.459	0	210.12	0	89.40	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		301.48	0	18.543	0	36.5338	0	26.447	0	209.68	0	89.29	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		291.43	0	18.5914	0	36.5333	0	26.435	0	209.24	0	89.18	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		281.55	0	18.6553	0	36.5378	0	26.423	0	208.79	0	89.10	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		270.87	0	18.7307	0	36.5318	0	26.399	0	208.01	0	88.90	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		261.63	0	18.8235	0	36.5349	0	26.379	0	206.79	0	88.53	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		250.96	0	18.9936	0	36.5766	0	26.372	0	204.57	0	87.88	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		241	0	19.0678	0	36.5753	0	26.352	0	201.91	0	86.85	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		231.59	0	19.1753	0	36.5847	0	26.333	0	202.35	0	87.22	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		221.16	0	19.2678	0	36.5842	0	26.309	0	203.57	0	87.90	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		211.19	0	19.3877	0	36.589	0	26.283	0	203.91	0	88.24	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		200.37	0	19.4795	0	36.5815	0	26.253	0	205.68	0	89.16	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		190.95	0	19.6191	0	36.5986	0	26.231	0	206.90	0	89.93	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		181.17	0	19.7437	0	36.6039	0	26.204	0	205.13	0	89.36	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		171.21	0	19.9106	0	36.6025	0	26.159	0	204.35	0	89.30	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		161.29	0	20.0358	0	36.6004	0	26.125	0	204.68	0	89.65	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		151.3	0	20.2077	0	36.6093	0	26.088	0	204.80	0	89.98	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		141.61	0	20.7413	0	36.676	0	26.003	0	200.02	0	88.78	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		131.56	0	20.9932	0	36.6832	0	25.941	0	194.81	0	86.86	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		120.15	0	21.4404	0	36.669	0	25.807	0	192.03	0	86.31	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		111.34	0	21.8293	0	36.6784	0	25.708	0	194.47	0	88.02	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		101.49	0	22.5199	0	36.6767	0	25.511	0	193.47	0	88.64	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		96.62	0	23.2003	0	36.5398	0	25.198	0	192.81	0	89.33	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		91.89	0	23.6791	0	36.3219	0	24.869	0	203.46	0	94.93	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		86.79	0	23.7241	0	36.3004	0	24.838	0	214.12	0	99.97	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		81.07	0	23.7285	0	36.2983	0	24.834	0	214.79	0	100.29	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		76.64	0	23.7276	0	36.2983	0	24.835	0	215.12	0	100.44	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		71.39	0	23.7257	0	36.2985	0	24.835	0	215.23	0	100.49	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		66.76	0	23.7238	0	36.2988	0	24.836	0	215.34	0	100.54	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		61.77	0	23.7229	0	36.2988	0	24.837	0	215.56	0	100.64	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		56.69	0	23.7237	0	36.2986	0	24.836	0	215.67	0	100.69	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		51.7	0	23.7205	0	36.2989	0	24.837	0	215.90	0	100.79	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		46.59	0	23.7214	0	36.2983	0	24.837	0	216.01	0	100.84	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		41.5	0	23.72	0	36.2984	0	24.837	0	216.34	0	101.00	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		36.52	0	23.7193	0	36.298	0	24.837	0	216.45	0	101.05	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		31.85	0	23.7193	0	36.2977	0	24.837	0	216.56	0	101.10	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		26.63	0	23.7214	0	36.2976	0	24.836	0	216.67	0	101.15	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		21.75	0	23.7251	0	36.2971	0	24.834	0	216.89	0	101.26	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		16.85	0	23.7227	0	36.2972	0	24.835	0	217.01	0	101.31	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		11.39	0	23.7206	0	36.2972	0	24.836	0	217.12	0	101.36	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003		7.52	0	23.7125	0	36.2977	0	24.839	0	217.23	0	101.40	0		8	
6976BERMUDA	139	C	10/29/2012	12:21	303.561	38.003																
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		999.18	0	7.7002	0	35.1172	0	27.377	0	182.93	0	61.72	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		951.01	0	8.5644	0	35.1628	0	27.286	0	166.39	0	57.26	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		901.39	0	9.7436	0	35.2638	0	27.183	0	151.52	0	53.56	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		851.66	0	10.6331	0	35.3521	0	27.107	0	146.52	0	52.83	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		801.35	0	11.9565	0	35.5245	0	27.015	0	150.63	0	55.93	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		751.29	0	13.1786	0	35.7036	0	26.933	0	162.73	0	62.05	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		701.35	0	14.2469	0	35.871	0	26.859	0	174.38	0	68.03	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		651.05	0	15.1342	0	36.0142	0	26.793	0	178.38	0	70.90	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		601.56	0	16.0767	0	36.1817	0	26.728	0	183.04	0	74.19	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		551.04	0	16.8661	0	36.324	0	26.67	0	189.48	0	78.06	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		501.06	0	17.4244	0	36.4352	0	26.634	0	195.92	0	81.63	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		451.34	0	17.8332	0	36.5176	0	26.606	0	202.58	0	85.11	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		401.74	0	18.1066	0	36.5517	0	26.569	0	202.35	0	85.48	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		381.25	0	18.2048	0	36.558	0	26.551	0	201.35	0	85.22	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		361.06	0	18.31	0	36.557	0	26.524	0	200.13	0	84.87	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		351.33	0	18.3871	0	36.5665	0	26.514	0	196.69	0	83.53	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		341.33	0	18.4279	0	36.562	0	26.5	0	194.36	0	82.61	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		331.5	0	18.4878	0	36.5705	0	26.492	0	193.03	0	82.14	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		321.63	0	18.5639	0	36.5768	0	26.479	0	192.14	0	81.88	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		311.63	0	18.596	0	36.5686	0	26.464	0	193.03	0	82.30	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		301.45	0	18.6689	0	36.573	0	26.45	0	195.03	0	83.27	0		8	
6976BERMUDA	140	C	11/3/2012	16:27	303.466	38.152		291.06	0	18.8021	0	36.5901	0	26.431	0	193.70	0	82.92	0		8	
