//0																						
//Oxygen, 1.11
//Nitrate, 1, 1, 0.8, -.5
//Nitrate, 182, 1, -2, 1
//Nitrate, 263, 1, -1, 1
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		800.98	0	10.542	0	35.3621	0	27.131	0	142.19	0	51.18	0	23.62	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		751.48	0	11.6016	0	35.4931	0	27.054	0	143.08	0	52.72	0	22.17	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		701.64	0	12.8268	0	35.6618	0	26.966	0	148.96	0	56.37	0	19.06	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		650.07	0	13.9436	0	35.827	0	26.884	0	157.73	0	61.14	0	16.23	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		601.03	0	14.9087	0	35.981	0	26.813	0	163.95	0	64.86	0	13.73	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		550.84	0	15.7982	0	36.1323	0	26.748	0	171.05	0	68.93	0	12.21	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		501.74	0	16.5019	0	36.2655	0	26.703	0	177.49	0	72.58	0	10.40	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		451.09	0	17.2326	0	36.4101	0	26.657	0	194.25	0	80.63	0	7.56	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		401.3	0	17.672	0	36.4919	0	26.623	0	199.47	0	83.54	0	6.67	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		380.98	0	17.7738	0	36.5072	0	26.612	0	199.47	0	83.71	0	6.58	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		361.37	0	17.8755	0	36.5248	0	26.602	0	199.80	0	84.02	0	5.98	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		351.62	0	17.9268	0	36.5308	0	26.595	0	200.02	0	84.19	0	6.14	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		340.88	0	17.9549	0	36.5333	0	26.59	0	200.36	0	84.38	0	5.48	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		331.34	0	17.9734	0	36.5369	0	26.589	0	200.80	0	84.60	0	5.59	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		321.14	0	18.0284	0	36.5478	0	26.585	0	201.47	0	84.97	0	5.50	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		311.19	0	18.064	0	36.5534	0	26.581	0	202.35	0	85.41	0	5.36	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		301.29	0	18.0845	0	36.5532	0	26.576	0	202.80	0	85.63	0	5.02	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		290.99	0	18.1222	0	36.5585	0	26.571	0	202.91	0	85.74	0	5.26	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		281.74	0	18.1598	0	36.5644	0	26.567	0	203.24	0	85.95	0	5.11	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		271.71	0	18.2077	0	36.5697	0	26.56	0	203.46	0	86.12	0	4.48	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		261.44	0	18.2367	0	36.5718	0	26.555	0	202.69	0	85.84	0	5.08	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		251.48	0	18.2822	0	36.5732	0	26.545	0	201.80	0	85.54	0	4.73	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		241.24	0	18.3481	0	36.5785	0	26.533	0	201.24	0	85.41	0	4.48	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		231.29	0	18.4321	0	36.5832	0	26.517	0	200.58	0	85.26	0	4.67	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		221	0	18.482	0	36.5857	0	26.507	0	199.25	0	84.78	0	4.46	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		211.19	0	18.5826	0	36.5973	0	26.492	0	198.36	0	84.57	0	4.17	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		201.69	0	18.6573	0	36.599	0	26.475	0	197.91	0	84.50	0	4.28	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		191.38	0	18.783	0	36.6146	0	26.457	0	197.36	0	84.47	0	3.95	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		181.48	0	18.8742	0	36.6204	0	26.439	0	197.03	0	84.47	0	3.65	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		171.61	0	18.9773	0	36.6274	0	26.419	0	196.58	0	84.45	0	3.62	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		160.82	0	19.1	0	36.6324	0	26.392	0	195.03	0	83.97	0	3.62	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		151.18	0	19.205	0	36.6425	0	26.375	0	194.03	0	83.71	0	3.49	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		140.69	0	19.3537	0	36.651	0	26.344	0	194.03	0	83.94	0	3.37	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		130.93	0	19.541	0	36.6601	0	26.304	0	193.36	0	83.95	0	3.07	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		121.24	0	19.7004	0	36.6646	0	26.267	0	192.81	0	83.96	0	3.19	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		111.47	0	20.1349	0	36.6815	0	26.168	0	192.59	0	84.54	0	2.06	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		101.54	0	20.5066	0	36.6908	0	26.078	0	195.92	0	86.59	0	2.18	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		96.77	0	20.8013	0	36.7206	0	26.025	0	199.58	0	88.70	0	1.03	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		91.81	0	21.4357	0	36.7679	0	25.893	0	208.46	0	93.74	0	0.57	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		86.9	0	21.9109	0	36.728	0	25.727	0	211.79	0	96.02	0	1.10	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		81.56	0	22.0819	0	36.7282	0	25.68	0	204.46	0	92.98	0	1.08	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		76.64	0	22.3868	0	36.7289	0	25.594	0	201.35	0	92.07	0	1.67	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		71.84	0	23.5432	0	36.7264	0	25.257	0	202.46	0	94.46	0	1.30	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		66.65	0	24.0212	0	36.7247	0	25.113	0	208.57	0	98.12	0	1.16	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		61.47	0	24.019	0	36.7205	0	25.11	0	209.35	0	98.48	0	1.02	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		56.27	0	24.0189	0	36.7173	0	25.108	0	209.68	0	98.63	0	1.26	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		51.39	0	24.0207	0	36.7162	0	25.106	0	209.79	0	98.69	0	1.00	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		46.31	0	24.0227	0	36.7144	0	25.104	0	210.35	0	98.95	0	1.09	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		41.85	0	24.0236	0	36.7122	0	25.102	0	210.46	0	99.00	0	1.24	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		36.53	0	24.0229	0	36.7095	0	25.1	0	210.79	0	99.16	0	1.26	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		31.56	0	24.0208	0	36.6959	0	25.089	0	210.90	0	99.20	0	1.10	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		26.58	0	24.0056	0	36.6621	0	25.064	0	211.23	0	99.31	0	1.26	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		21.58	0	23.9837	0	36.629	0	25.042	0	211.34	0	99.30	0	1.16	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		16.64	0	23.9763	0	36.6145	0	25.032	0	211.01	0	99.13	0	1.31	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		11.58	0	23.9741	0	36.6081	0	25.027	0	211.23	0	99.22	0	0.88	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759		7.69	0	23.9735	0	36.6079	0	25.027	0	211.23	0	99.22	0	0.99	0	
6976BERMUDA	1	C	11/12/2010	16:10	295.831	31.759																
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		999.89	0	6.7569	0	35.094	0	27.49	0	190.92	0	63.03	0	23.24	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		951.22	0	7.2543	0	35.1042	0	27.429	0	178.16	0	59.50	0	24.10	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		901.62	0	7.9475	0	35.1328	0	27.353	0	166.61	0	56.54	0	25.09	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		851.15	0	8.9413	0	35.2069	0	27.264	0	152.85	0	53.06	0	24.57	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		801.13	0	9.8065	0	35.2795	0	27.186	0	145.63	0	51.56	0	23.93	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		750.97	0	11.1036	0	35.4404	0	27.099	0	143.86	0	52.43	0	21.59	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		701.01	0	12.3197	0	35.5947	0	27.006	0	150.18	0	56.22	0	19.16	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		651.7	0	13.3577	0	35.7259	0	26.916	0	155.40	0	59.48	0	17.07	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		600.69	0	14.6665	0	35.929	0	26.82	0	161.17	0	63.43	0	14.19	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		550.84	0	15.7402	0	36.1252	0	26.755	0	168.50	0	67.83	0	11.16	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		501.22	0	16.626	0	36.2953	0	26.7	0	186.37	0	76.41	0	8.82	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		451.55	0	17.1736	0	36.4096	0	26.671	0	194.58	0	80.68	0	6.11	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		400.8	0	17.5158	0	36.4687	0	26.64	0	200.69	0	83.79	0	5.82	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		381.22	0	17.5892	0	36.4767	0	26.63	0	198.58	0	83.03	0	5.77	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		361.36	0	17.7101	0	36.4937	0	26.616	0	198.02	0	82.99	0	5.71	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		351.04	0	17.7737	0	36.5044	0	26.609	0	196.58	0	82.49	0	5.50	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		341.41	0	17.8156	0	36.5125	0	26.606	0	197.14	0	82.80	0	5.53	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		331.07	0	17.8766	0	36.5243	0	26.602	0	198.25	0	83.36	0	5.42	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		320.98	0	17.9341	0	36.5328	0	26.595	0	198.91	0	83.74	0	4.67	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		311.64	0	18.0191	0	36.548	0	26.587	0	199.58	0	84.16	0	4.61	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		300.99	0	18.0851	0	36.5603	0	26.582	0	201.69	0	85.17	0	4.32	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		291.54	0	18.1281	0	36.5672	0	26.577	0	203.13	0	85.85	0	4.03	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		281.62	0	18.1605	0	36.5698	0	26.572	0	203.69	0	86.14	0	3.99	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		271.25	0	18.1906	0	36.5708	0	26.565	0	203.57	0	86.14	0	4.13	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		261.65	0	18.2178	0	36.573	0	26.56	0	203.80	0	86.28	0	3.77	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		250.77	0	18.2608	0	36.576	0	26.553	0	203.35	0	86.16	0	3.63	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		241.46	0	18.3045	0	36.5784	0	26.544	0	202.91	0	86.05	0	3.95	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		230.7	0	18.3668	0	36.5846	0	26.534	0	201.69	0	85.63	0	3.93	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		220.94	0	18.4376	0	36.5929	0	26.524	0	201.47	0	85.66	0	3.60	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		211.09	0	18.5054	0	36.5972	0	26.511	0	201.80	0	85.91	0	3.65	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		201.06	0	18.5496	0	36.6006	0	26.503	0	201.13	0	85.70	0	3.44	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		191.43	0	18.6402	0	36.6081	0	26.487	0	200.47	0	85.56	0	2.95	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		181.25	0	18.7349	0	36.6136	0	26.468	0	199.69	0	85.39	0	3.30	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		171.47	0	18.8009	0	36.6115	0	26.45	0	198.91	0	85.16	0	3.72	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		161.7	0	18.9114	0	36.615	0	26.425	0	197.58	0	84.76	0	3.30	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		151.52	0	19.0909	0	36.6211	0	26.385	0	196.91	0	84.76	0	3.03	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		141.54	0	19.1864	0	36.6274	0	26.366	0	196.80	0	84.87	0	2.76	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		131.5	0	19.3615	0	36.6391	0	26.332	0	196.58	0	85.06	0	2.83	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		120.98	0	19.5657	0	36.652	0	26.291	0	196.25	0	85.24	0	2.80	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		111.72	0	20.0439	0	36.6751	0	26.187	0	195.03	0	85.47	0	2.52	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		101.47	0	20.728	0	36.7083	0	26.034	0	193.03	0	85.67	0	2.42	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		96.27	0	20.8321	0	36.7068	0	26.005	0	192.36	0	85.53	0	2.32	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		91.51	0	21.1894	0	36.707	0	25.908	0	191.59	0	85.74	0	2.27	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		86.58	0	21.3562	0	36.6977	0	25.855	0	192.47	0	86.39	0	1.62	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		81.7	0	21.7104	0	36.6972	0	25.757	0	193.70	0	87.49	0	1.46	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		76.89	0	22.8988	0	36.6331	0	25.365	0	194.47	0	89.67	0	1.34	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		71.73	0	23.5572	0	36.5557	0	25.106	0	206.02	0	96.05	0	1.05	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		66.78	0	23.5904	0	36.5524	0	25.094	0	209.35	0	97.66	0	0.90	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		61.24	0	23.5893	0	36.5497	0	25.092	0	209.90	0	97.91	0	0.55	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		56.36	0	23.5926	0	36.55	0	25.091	0	210.35	0	98.12	0	0.63	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		51.5	0	23.5919	0	36.5495	0	25.091	0	210.68	0	98.28	0	0.68	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		46.42	0	23.5952	0	36.5491	0	25.089	0	211.12	0	98.49	0	0.61	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		41.5	0	23.5993	0	36.55	0	25.089	0	211.23	0	98.55	0	0.58	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		36.44	0	23.6025	0	36.5492	0	25.087	0	211.46	0	98.66	0	0.43	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		31.66	0	23.6022	0	36.5487	0	25.087	0	211.79	0	98.81	0	0.88	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		26.76	0	23.605	0	36.5497	0	25.087	0	211.90	0	98.87	0	0.60	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		21.42	0	23.6087	0	36.5494	0	25.086	0	212.23	0	99.03	0	0.47	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		16.77	0	23.6134	0	36.5493	0	25.084	0	212.45	0	99.14	0	1.12	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		11.61	0	23.6193	0	36.5494	0	25.083	0	212.57	0	99.21	0	0.71	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106		7.6	0	23.6465	0	36.5477	0	25.073	0	212.79	0	99.36	0	0.56	0	
6976BERMUDA	2	C	11/17/2010	20:37	295.712	32.106																
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		996.48	0	6.5179	0	35.0887	0	27.517	0	196.80	0	64.61	0	22.85	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		950.57	0	7.0608	0	35.0979	0	27.451	0	184.59	0	61.37	0	23.62	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		901.5	0	7.8123	0	35.1274	0	27.369	0	169.50	0	57.34	0	24.61	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		851.02	0	8.8203	0	35.1903	0	27.269	0	153.74	0	53.22	0	25.00	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		801.33	0	9.8166	0	35.2942	0	27.196	0	144.86	0	51.30	0	23.96	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		751.37	0	10.7898	0	35.4031	0	27.123	0	144.63	0	52.35	0	22.33	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		701.31	0	11.9781	0	35.5515	0	27.034	0	148.07	0	55.02	0	19.65	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		651.38	0	13.1194	0	35.707	0	26.947	0	154.40	0	58.80	0	16.91	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		601.48	0	13.9753	0	35.8341	0	26.883	0	161.06	0	62.47	0	14.95	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		551.39	0	15.132	0	36.0115	0	26.791	0	165.61	0	65.82	0	12.40	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		500.94	0	16.2441	0	36.2199	0	26.723	0	177.38	0	72.15	0	9.32	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		451	0	17.1496	0	36.4082	0	26.675	0	194.25	0	80.50	0	6.40	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		400.82	0	17.4449	0	36.4537	0	26.645	0	197.47	0	82.32	0	5.72	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		380.86	0	17.5853	0	36.4773	0	26.631	0	199.36	0	83.34	0	5.51	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		361.74	0	17.7196	0	36.499	0	26.618	0	200.47	0	84.03	0	5.31	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		350.96	0	17.8023	0	36.5114	0	26.608	0	200.24	0	84.08	0	4.91	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		341.07	0	17.8571	0	36.5206	0	26.603	0	199.91	0	84.03	0	4.92	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		331.62	0	17.9309	0	36.5333	0	26.596	0	200.47	0	84.39	0	4.69	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		321.73	0	17.9706	0	36.5413	0	26.593	0	201.24	0	84.78	0	4.38	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		311.3	0	18.031	0	36.551	0	26.587	0	201.80	0	85.12	0	4.33	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		301.62	0	18.07	0	36.5572	0	26.583	0	202.69	0	85.56	0	4.44	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		290.53	0	18.1243	0	36.5639	0	26.575	0	203.69	0	86.07	0	4.40	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		281.15	0	18.157	0	36.5658	0	26.569	0	203.57	0	86.08	0	4.08	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		270.86	0	18.1954	0	36.5678	0	26.562	0	203.57	0	86.15	0	4.42	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		261.37	0	18.2305	0	36.5695	0	26.554	0	202.69	0	85.83	0	4.61	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		250.93	0	18.2946	0	36.5751	0	26.544	0	201.91	0	85.60	0	4.10	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		241.38	0	18.3547	0	36.5803	0	26.533	0	201.35	0	85.47	0	4.00	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		231.61	0	18.4319	0	36.5868	0	26.52	0	200.80	0	85.36	0	4.09	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		220.92	0	18.5084	0	36.5933	0	26.507	0	200.02	0	85.16	0	3.78	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		211.45	0	18.603	0	36.5993	0	26.488	0	199.13	0	84.93	0	4.07	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		201.09	0	18.6846	0	36.605	0	26.473	0	197.69	0	84.45	0	3.84	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		191.51	0	18.7947	0	36.6116	0	26.451	0	197.14	0	84.39	0	3.39	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		181.72	0	18.9469	0	36.6257	0	26.425	0	196.36	0	84.30	0	2.95	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		171.06	0	19.1525	0	36.6451	0	26.39	0	196.58	0	84.73	0	2.56	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		161.63	0	19.3285	0	36.6593	0	26.358	0	197.25	0	85.30	0	1.73	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		151.01	0	19.5825	0	36.6777	0	26.308	0	198.14	0	86.10	0	0.88	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		141.69	0	19.779	0	36.6938	0	26.271	0	200.02	0	87.24	0	1.47	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		130.86	0	20.1011	0	36.7042	0	26.197	0	200.47	0	87.96	0	1.33	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		121.56	0	20.3205	0	36.6765	0	26.115	0	197.58	0	87.03	0	2.93	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		111.08	0	20.6981	0	36.7066	0	26.041	0	193.14	0	85.67	0	2.66	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		101.57	0	21.2912	0	36.7288	0	25.899	0	191.36	0	85.81	0	2.42	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		96.74	0	21.6648	0	36.7358	0	25.802	0	191.36	0	86.39	0	2.24	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		91.55	0	22.0296	0	36.7202	0	25.687	0	192.14	0	87.29	0	1.76	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		86.91	0	23.2926	0	36.6448	0	25.261	0	207.79	0	96.48	0	0.89	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		81.74	0	23.5903	0	36.6271	0	25.158	0	209.01	0	97.54	0	0.72	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		75.86	0	23.5941	0	36.6195	0	25.15	0	210.68	0	98.32	0	1.06	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		71.59	0	23.5818	0	36.6107	0	25.146	0	211.12	0	98.50	0	1.07	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		66.52	0	23.5789	0	36.6095	0	25.146	0	211.23	0	98.55	0	0.65	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		61.68	0	23.5802	0	36.6101	0	25.146	0	211.34	0	98.60	0	0.77	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		56.36	0	23.575	0	36.6109	0	25.148	0	211.57	0	98.70	0	1.03	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		51.38	0	23.5791	0	36.6116	0	25.148	0	211.68	0	98.76	0	1.11	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		46.72	0	23.5734	0	36.6104	0	25.148	0	211.90	0	98.85	0	1.05	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		41.27	0	23.5727	0	36.6098	0	25.148	0	211.79	0	98.80	0	1.04	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		36.08	0	23.5737	0	36.611	0	25.149	0	212.01	0	98.90	0	0.96	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		31.67	0	23.5664	0	36.6079	0	25.148	0	212.01	0	98.89	0	1.02	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		26.42	0	23.5669	0	36.6097	0	25.15	0	212.12	0	98.94	0	1.29	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		21.57	0	23.5588	0	36.6043	0	25.148	0	212.12	0	98.93	0	1.37	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		16.75	0	23.5569	0	36.6032	0	25.147	0	212.45	0	99.08	0	1.35	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		11.38	0	23.5569	0	36.6043	0	25.148	0	212.57	0	99.13	0	1.46	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413		7.74	0	23.5527	0	36.6044	0	25.149	0	212.57	0	99.12	0	1.44	0	
6976BERMUDA	3	C	11/23/2010	00:27	295.714	32.413																
6976BERMUDA	4	C	11/28/2010	05:18	295.642	32.824		998.43	0	6.2232	0	35.0794	0	27.548	0	206.24	0	67.24	0	22.60	0	
6976BERMUDA	4	C	11/28/2010	05:18	295.642	32.824		951.06	0	6.7645	0	35.0937	0	27.488	0	193.58	0	63.92	0	23.89	0	
