//0																					
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   999.86	0	  4.0418	0	34.4746	0	27.315	0	37.0	0	11.4	0	36.30	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   951.14	0	  4.1783	0	34.4585	0	27.286	0	34.4	0	10.7	0	36.14	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   901.46	0	  4.3330	0	34.4418	0	27.255	0	33.6	0	10.4	0	36.20	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   851.38	0	  4.4475	0	34.4149	0	27.22	0	30.7	0	9.5	0	36.18	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   801.56	0	  4.6950	0	34.3694	0	27.154	0	27.2	0	8.5	0	35.99	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   751.55	0	  4.7807	0	34.3304	0	27.111	0	25.1	0	7.9	0	35.94	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   701.64	0	  5.0619	0	34.2947	0	27.048	0	27.1	0	8.6	0	35.24	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   650.91	0	  5.3210	0	34.2165	0	26.952	0	30.2	0	9.6	0	34.42	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   601.73	0	  5.8623	0	34.2187	0	26.885	0	37.2	0	12.0	0	32.73	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   551.14	0	  6.2763	0	34.1497	0	26.774	0	44.9	0	14.6	0	31.00	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   501.26	0	  6.9064	0	34.1148	0	26.659	0	65.3	0	21.5	0	27.99	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   451.11	0	  8.5686	0	34.0977	0	26.4	0	110.6	0	37.8	0	20.20	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   401.50	0	  9.9421	0	34.1219	0	26.198	0	147.6	0	52.0	0	14.73	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   381.18	0	 10.3218	0	34.1195	0	26.131	0	166.1	0	59.0	0	12.05	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   361.12	0	 11.0152	0	34.1630	0	26.046	0	171.3	0	61.8	0	10.62	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   351.04	0	 11.1682	0	34.1688	0	26.023	0	171.6	0	62.1	0	10.08	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   341.25	0	 11.2554	0	34.1557	0	25.996	0	176.9	0	64.2	0	09.64	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   331.19	0	 11.6613	0	34.1849	0	25.947	0	178.6	0	65.3	0	08.65	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   321.78	0	 11.8124	0	34.1895	0	25.922	0	182.1	0	66.8	0	08.21	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   310.25	0	 12.1522	0	34.2064	0	25.873	0	182.7	0	67.6	0	07.57	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   301.16	0	 12.6736	0	34.2336	0	25.795	0	182.0	0	68.1	0	06.15	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   291.13	0	 12.9102	0	34.2493	0	25.762	0	183.4	0	68.9	0	05.73	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   281.47	0	 13.1497	0	34.2668	0	25.73	0	184.9	0	69.8	0	05.28	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   271.20	0	 13.7759	0	34.3152	0	25.644	0	183.5	0	70.2	0	04.20	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   261.06	0	 14.0555	0	34.3272	0	25.597	0	181.5	0	69.8	0	03.78	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   251.67	0	 14.4065	0	34.3697	0	25.559	0	182.1	0	70.6	0	03.22	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   240.98	0	 14.7173	0	34.4037	0	25.522	0	181.4	0	70.8	0	02.88	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   230.86	0	 15.4550	0	34.4763	0	25.423	0	181.0	0	71.7	0	02.03	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   221.30	0	 15.6340	0	34.4810	0	25.387	0	181.3	0	72.1	0	01.78	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   210.84	0	 16.1874	0	34.5392	0	25.312	0	180.7	0	72.7	0	01.25	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   201.71	0	 16.8828	0	34.6230	0	25.223	0	179.1	0	73.0	0	00.76	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   190.97	0	 17.1642	0	34.6686	0	25.195	0	178.7	0	73.3	0	00.60	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   181.44	0	 17.9647	0	34.7896	0	25.105	0	178.0	0	74.2	0	-00.01	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   171.35	0	 18.2714	0	34.8399	0	25.073	0	177.5	0	74.5	0	-00.02	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   161.54	0	 18.9629	0	34.9288	0	24.976	0	176.1	0	74.9	0	-00.56	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   151.42	0	 19.4005	0	34.9903	0	24.916	0	178.0	0	76.3	0	-00.70	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   140.97	0	 20.4980	0	35.1346	0	24.751	0	178.9	0	78.4	0	-01.78	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   130.74	0	 21.2542	0	35.2212	0	24.62	0	182.3	0	81.0	0	-02.76	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   121.41	0	 21.6210	0	35.2802	0	24.569	0	190.2	0	85.1	0	-03.03	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   111.38	0	 22.0471	0	35.3318	0	24.493	0	196.4	0	88.5	0	-03.09	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		   101.37	0	 22.3525	0	35.3503	0	24.422	0	199.9	0	90.6	0	-02.81	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    96.32	0	 22.5727	0	35.3446	0	24.354	0	202.2	0	92.0	0	-02.84	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    91.65	0	 22.7298	0	35.3322	0	24.298	0	203.0	0	92.6	0	-02.69	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    86.53	0	 22.9964	0	35.3226	0	24.213	0	207.0	0	94.9	0	-02.71	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    81.65	0	 23.1702	0	35.3186	0	24.158	0	207.8	0	95.5	0	-02.66	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    76.87	0	 23.6094	0	35.3225	0	24.032	0	208.6	0	96.7	0	-02.65	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    71.69	0	 24.1599	0	35.3402	0	23.882	0	204.7	0	95.8	0	-02.62	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    66.72	0	 24.3121	0	35.3457	0	23.84	0	201.6	0	94.6	0	-02.48	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    61.75	0	 24.6122	0	35.3756	0	23.774	0	199.5	0	94.1	0	-02.57	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    56.27	0	 24.6459	0	35.3820	0	23.769	0	199.2	0	94.0	0	-02.57	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    51.64	0	 24.6460	0	35.3816	0	23.769	0	199.2	0	94.0	0	-02.52	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    46.27	0	 24.6469	0	35.3819	0	23.769	0	199.2	0	94.0	0	-02.54	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    41.43	0	 24.6476	0	35.3812	0	23.768	0	199.1	0	94.0	0	-02.45	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    36.56	0	 24.6461	0	35.3825	0	23.77	0	199.1	0	93.9	0	-02.57	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    31.75	0	 24.6481	0	35.3823	0	23.769	0	199.1	0	93.9	0	-02.38	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    26.64	0	 24.6483	0	35.3818	0	23.768	0	199.0	0	93.9	0	-02.41	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    21.74	0	 24.6455	0	35.3822	0	23.77	0	199.0	0	93.9	0	-02.52	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    16.64	0	 24.6485	0	35.3818	0	23.768	0	199.0	0	93.9	0	-02.53	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		    11.76	0	 24.6443	0	35.3818	0	23.77	0	199.0	0	93.9	0	-02.37	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795		     7.14	0	 24.6451	0	35.3816	0	23.769	0	198.9	0	93.9	0	-02.46	0
7593Hawaii	 1	C	07/09/2012	18:56	201.937	 22.795																	
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   998.46	0	  4.0607	0	34.4741	0	27.312	0	36.4	0	11.2	0	36.66	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   950.64	0	  4.1810	0	34.4594	0	27.287	0	34.4	0	10.6	0	36.75	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   901.30	0	  4.3535	0	34.4480	0	27.258	0	33.5	0	10.4	0	36.39	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   851.65	0	  4.4949	0	34.4204	0	27.219	0	31.6	0	9.9	0	36.38	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   801.55	0	  4.6644	0	34.3708	0	27.158	0	27.2	0	8.5	0	36.70	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   751.06	0	  4.7662	0	34.3254	0	27.109	0	25.1	0	7.9	0	36.69	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   699.49	0	  5.2003	0	34.3011	0	27.037	0	28.4	0	9.0	0	35.43	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   651.59	0	  5.4129	0	34.2161	0	26.94	0	31.1	0	9.9	0	34.33	0
7593Hawaii	 2	C	07/10/2012	22:11	201.889	 22.844		   601.33	0	  6.0903	0	34.1970	0	26.838	0	39.6	0	12.8	0	32.49	0
