//0
//Oxygen, 1.045
//Nitrate, 1, 1, 0,0,
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		46.00	0	16.5840	0	35.3530	0	25.884	0	251.11	0	102.28	0	0.90	0	2.54	0	0.000638	0	1.44	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		44.00	0	16.5870	0	35.3520	0	25.882	0	251.64	0	102.50	0		8	2.07	0	0.000528	0	1.40	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		42.00	0	16.5870	0	35.3520	0	25.882	0	252.16	0	102.71	0	1.00	0	2.10	0	0.000553	0	1.41	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		40.00	0	16.5830	0	35.3500	0	25.882	0	252.89	0	103.00	0		8	1.98	0	0.001010	0	1.43	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		38.00	0	16.5800	0	35.3490	0	25.882	0	253.20	0	103.12	0		8	2.22	0	0.000611	0	1.40	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		36.00	0	16.5800	0	35.3480	0	25.881	0	253.62	0	103.29	0	0.80	0	1.92	0	0.000546	0	1.41	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		34.00	0	16.5970	0	35.3500	0	25.879	0	253.83	0	103.41	0		8	2.68	0	0.000541	0	1.40	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		32.00	0	16.6390	0	35.3490	0	25.868	0	254.35	0	103.71	0	0.70	0	2.13	0	0.000568	0	1.42	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		30.00	0	16.6540	0	35.3440	0	25.861	0	254.77	0	103.91	0		8	1.82	0	0.000550	0	1.40	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		28.00	0	16.6590	0	35.3410	0	25.857	0	255.29	0	104.13	0		8	1.92	0	0.001520	0	1.42	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		26.00	0	16.6660	0	35.3400	0	25.855	0	255.61	0	104.27	0	0.70	0	1.86	0	0.000560	0	1.44	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		24.00	0	16.6740	0	35.3400	0	25.853	0	255.82	0	104.37	0		8	1.51	0	0.001151	0	1.40	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		22.00	0	16.6820	0	35.3400	0	25.851	0	255.82	0	104.39	0	0.90	0	1.53	0	0.000569	0	1.41	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		20.00	0	16.6840	0	35.3400	0	25.850	0	256.13	0	104.52	0		8	1.45	0	0.000775	0	1.38	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		18.00	0	16.6860	0	35.3400	0	25.850	0	256.03	0	104.48	0		8	1.30	0	0.001780	0	1.40	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		16.00	0	16.6890	0	35.3400	0	25.849	0	256.23	0	104.57	0	0.60	0	1.45	0	0.000566	0	1.38	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		14.00	0	16.6990	0	35.3400	0	25.847	0	256.13	0	104.55	0		8	1.34	0	0.000653	0	1.32	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		12.00	0	16.7190	0	35.3400	0	25.842	0	256.13	0	104.59	0	0.60	0	1.16	0	0.000602	0	1.35	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		10.00	0	16.7230	0	35.3400	0	25.841	0	256.13	0	104.60	0		8	1.31	0	0.000574	0	1.43	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		8.00	0	16.7230	0	35.3400	0	25.841	0	256.23	0	104.64	0	0.80	0	0.99	0	0.000525	0	1.44	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		6.00	0	16.7350	0	35.3400	0	25.838	0	256.23	0	104.66	0		8	0.78	0	0.000517	0	1.34	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498		4.10	0	16.7340	0	35.3400	0	25.839	0	256.23	0	104.66	0		8	0.74	0	0.000526	0	1.31	0
0037SoOcn	10	C	01/22/2015	11:47	10.803	-39.498																					
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1998.20	0	2.7284	0	34.7890	0	27.741	0	207.85	0	62.16	0	26.70	0	0.02	0	0.000129	0	2.45	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1899.00	0	2.7587	0	34.7730	0	27.726	0	211.72	0	63.35	0	27.40	0	0.02	0	0.000140	0	2.45	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1798.90	0	2.7964	0	34.7480	0	27.703	0	206.07	0	61.71	0	28.30	0	0.02	0	0.000133	0	2.43	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1699.30	0	2.8181	0	34.7160	0	27.675	0	199.39	0	59.73	0	29.60	0	0.02	0	0.000138	0	2.39	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1599.50	0	2.8440	0	34.6910	0	27.653	0	194.79	0	58.38	0	30.40	0	0.02	0	0.000136	0	2.34	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1499.50	0	2.9079	0	34.6410	0	27.607	0	187.89	0	56.38	0	31.50	0	0.02	0	0.000138	0	2.37	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1399.10	0	2.9966	0	34.5930	0	27.561	0	182.77	0	54.95	0	32.60	0	0.02	0	0.000136	0	2.33	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1299.10	0	3.1104	0	34.5410	0	27.509	0	180.37	0	54.36	0	33.20	0	0.02	0	0.000148	0	2.34	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1199.10	0	3.2701	0	34.4940	0	27.456	0	182.77	0	55.29	0	33.20	0	0.02	0	0.000138	0	2.22	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1099.00	0	3.3484	0	34.4300	0	27.398	0	190.09	0	57.59	0	33.10	0	0.02	0	0.000155	0	2.09	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		1000.00	0	3.6082	0	34.3720	0	27.326	0	200.85	0	61.21	0	32.60	0	0.02	0	0.000138	0	2.09	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		979.70	0	3.6350	0	34.3540	0	27.309	0	206.28	0	62.90	0		8	0.01	0	0.000145	0	2.04	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		978.00	0	3.6570	0	34.3540	0	27.307	0	206.49	0	63.00	0		8	0.02	0	0.000137	0	2.02	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		976.00	0	3.6670	0	34.3540	0	27.306	0	206.70	0	63.08	0		8	0.02	0	0.000141	0	2.01	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		974.00	0	3.6660	0	34.3510	0	27.304	0	207.01	0	63.17	0		8	0.02	0	0.000140	0	1.99	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		972.00	0	3.6550	0	34.3490	0	27.303	0	207.75	0	63.38	0		8	0.01	0	0.000141	0	2.02	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		970.00	0	3.6350	0	34.3440	0	27.301	0	208.37	0	63.54	0		8	0.02	0	0.000140	0	1.99	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		968.00	0	3.6240	0	34.3380	0	27.298	0	209.63	0	63.90	0		8	0.01	0	0.000138	0	1.99	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		966.00	0	3.6430	0	34.3370	0	27.295	0	210.36	0	64.15	0		8	0.01	0	0.000136	0	1.97	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		964.00	0	3.6500	0	34.3360	0	27.293	0	210.88	0	64.32	0		8	0.01	0	0.000138	0	1.99	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		962.00	0	3.6500	0	34.3350	0	27.293	0	211.30	0	64.45	0		8	0.02	0	0.000136	0	2.02	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		960.00	0	3.6440	0	34.3340	0	27.292	0	211.51	0	64.50	0		8	0.01	0	0.000141	0	1.96	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		958.00	0	3.6390	0	34.3330	0	27.292	0	211.72	0	64.56	0		8	0.01	0	0.000140	0	1.97	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		956.00	0	3.6340	0	34.3330	0	27.293	0	211.93	0	64.61	0		8	0.02	0	0.000139	0	1.96	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		954.00	0	3.6290	0	34.3310	0	27.291	0	212.24	0	64.70	0		8	0.01	0	0.000142	0	1.98	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		952.00	0	3.6250	0	34.3290	0	27.290	0	212.45	0	64.76	0		8	0.02	0	0.000138	0	1.98	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		950.00	0	3.6370	0	34.3270	0	27.288	0	212.87	0	64.90	0	31.90	0	0.02	0	0.000140	0	1.97	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		948.00	0	3.6480	0	34.3270	0	27.286	0	213.08	0	64.98	0		8	0.01	0	0.000140	0	1.99	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		946.00	0	3.6650	0	34.3290	0	27.286	0	213.08	0	65.01	0		8	0.02	0	0.000137	0	1.98	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		944.00	0	3.6700	0	34.3280	0	27.285	0	213.08	0	65.02	0		8	0.02	0	0.000142	0	1.96	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		942.00	0	3.6670	0	34.3260	0	27.284	0	213.28	0	65.08	0		8	0.02	0	0.000137	0	1.96	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		940.00	0	3.6620	0	34.3230	0	27.282	0	213.70	0	65.20	0		8	0.01	0	0.000137	0	1.96	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		938.00	0	3.6600	0	34.3210	0	27.280	0	214.33	0	65.38	0		8	0.01	0	0.000143	0	1.95	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		936.00	0	3.6670	0	34.3170	0	27.277	0	214.75	0	65.52	0		8	0.01	0	0.000141	0	1.98	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		934.00	0	3.6780	0	34.3140	0	27.273	0	215.48	0	65.76	0		8	0.02	0	0.000262	0	1.95	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		932.00	0	3.6800	0	34.3140	0	27.273	0	216.11	0	65.95	0		8	0.02	0	0.000144	0	1.96	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		930.00	0	3.6830	0	34.3130	0	27.272	0	216.52	0	66.09	0		8	0.01	0	0.000140	0	1.95	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		928.00	0	3.6880	0	34.3120	0	27.271	0	216.84	0	66.19	0		8	0.01	0	0.000141	0	1.94	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		926.00	0	3.6950	0	34.3110	0	27.269	0	217.15	0	66.30	0		8	0.01	0	0.000140	0	1.98	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		924.00	0	3.7020	0	34.3110	0	27.268	0	217.36	0	66.37	0		8	0.01	0	0.000141	0	1.95	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		922.00	0	3.7110	0	34.3100	0	27.267	0	217.57	0	66.45	0		8	0.01	0	0.000143	0	1.96	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		920.00	0	3.7260	0	34.3100	0	27.265	0	217.78	0	66.54	0		8	0.01	0	0.000142	0	1.97	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		918.00	0	3.7350	0	34.3100	0	27.264	0	217.88	0	66.58	0		8	0.01	0	0.000140	0	1.97	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		916.00	0	3.7480	0	34.3080	0	27.261	0	217.99	0	66.64	0		8	0.01	0	0.000140	0	1.92	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		914.00	0	3.7520	0	34.3060	0	27.259	0	218.41	0	66.77	0		8	0.01	0	0.000140	0	1.94	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		912.00	0	3.7430	0	34.3000	0	27.255	0	219.14	0	66.98	0		8	0.01	0	0.000139	0	1.98	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		910.00	0	3.7120	0	34.2940	0	27.254	0	220.50	0	67.34	0		8	0.01	0	0.000147	0	1.89	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		908.00	0	3.6850	0	34.2870	0	27.251	0	222.06	0	67.77	0		8	0.02	0	0.000140	0	1.90	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		906.00	0	3.6530	0	34.2790	0	27.248	0	223.73	0	68.22	0		8	0.00	0	0.000237	0	1.92	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		904.00	0	3.5880	0	34.2640	0	27.242	0	225.82	0	68.74	0		8	0.01	0	0.000140	0	1.84	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		902.00	0	3.5460	0	34.2540	0	27.238	0	228.86	0	69.59	0		8	0.01	0	0.000139	0	1.84	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		900.00	0	3.5550	0	34.2530	0	27.237	0	230.74	0	70.17	0	31.30	0	0.01	0	0.000140	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		898.00	0	3.5570	0	34.2530	0	27.236	0	231.57	0	70.43	0		8	0.00	0	0.000139	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		896.00	0	3.5620	0	34.2530	0	27.236	0	231.99	0	70.57	0		8	0.01	0	0.000139	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		894.00	0	3.5690	0	34.2540	0	27.236	0	232.20	0	70.64	0		8	0.01	0	0.000137	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		892.00	0	3.5590	0	34.2520	0	27.235	0	232.30	0	70.66	0		8	0.01	0	0.000139	0	1.86	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		890.00	0	3.5440	0	34.2490	0	27.234	0	232.62	0	70.72	0		8	0.01	0	0.000139	0	1.82	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		888.00	0	3.5410	0	34.2440	0	27.231	0	233.35	0	70.94	0		8	0.01	0	0.000138	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		886.00	0	3.5500	0	34.2430	0	27.229	0	234.08	0	71.18	0		8	0.01	0	0.000137	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		884.00	0	3.5540	0	34.2430	0	27.229	0	234.60	0	71.34	0		8	0.01	0	0.000138	0	1.82	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		882.00	0	3.5640	0	34.2440	0	27.229	0	234.71	0	71.39	0		8	0.01	0	0.000140	0	1.82	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		880.00	0	3.5780	0	34.2450	0	27.228	0	234.71	0	71.42	0		8	0.01	0	0.000140	0	1.86	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		878.00	0	3.6530	0	34.2500	0	27.225	0	233.98	0	71.33	0		8	0.00	0	0.000143	0	1.87	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		876.00	0	3.6780	0	34.2530	0	27.225	0	233.14	0	71.12	0		8	0.01	0	0.000137	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		874.00	0	3.6710	0	34.2510	0	27.224	0	233.14	0	71.11	0		8	0.01	0	0.000145	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		872.00	0	3.6860	0	34.2520	0	27.223	0	233.14	0	71.13	0		8	0.01	0	0.000140	0	1.84	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		870.00	0	3.7040	0	34.2530	0	27.222	0	233.04	0	71.13	0		8	0.01	0	0.000144	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		868.00	0	3.7170	0	34.2550	0	27.222	0	232.93	0	71.13	0		8	0.01	0	0.000140	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		866.00	0	3.7540	0	34.2570	0	27.220	0	232.51	0	71.06	0		8	0.01	0	0.000144	0	1.84	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		864.00	0	3.7730	0	34.2580	0	27.219	0	232.30	0	71.03	0		8	0.01	0	0.000138	0	1.90	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		862.10	0	3.7990	0	34.2590	0	27.217	0	232.09	0	71.01	0		8	0.01	0	0.000142	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		860.00	0	3.8050	0	34.2590	0	27.217	0	231.89	0	70.96	0		8	0.01	0	0.000140	0	1.84	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		858.00	0	3.8070	0	34.2560	0	27.214	0	232.20	0	71.06	0		8	0.01	0	0.000140	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		856.00	0	3.8110	0	34.2550	0	27.213	0	232.72	0	71.23	0		8	0.01	0	0.000140	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		854.00	0	3.8310	0	34.2560	0	27.212	0	232.93	0	71.32	0		8	0.01	0	0.000142	0	1.84	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		852.00	0	3.8530	0	34.2560	0	27.209	0	232.93	0	71.36	0	30.60	0	0.01	0	0.000147	0	1.82	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		850.00	0	3.8530	0	34.2560	0	27.209	0	233.04	0	71.40	0		8	0.01	0	0.000140	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		848.00	0	3.8530	0	34.2560	0	27.209	0	233.14	0	71.43	0		8	0.01	0	0.000142	0	1.80	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		846.00	0	3.8540	0	34.2560	0	27.209	0	233.35	0	71.49	0		8	0.01	0	0.000141	0	1.82	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		844.00	0	3.8600	0	34.2560	0	27.209	0	233.35	0	71.50	0		8	0.00	0	0.000140	0	1.85	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		842.00	0	3.8690	0	34.2540	0	27.206	0	233.45	0	71.55	0		8	0.01	0	0.000146	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		840.00	0	3.8720	0	34.2530	0	27.205	0	233.77	0	71.65	0		8	0.01	0	0.000142	0	1.81	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		838.00	0	3.8740	0	34.2520	0	27.204	0	234.18	0	71.78	0		8	0.01	0	0.000141	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		836.00	0	3.8850	0	34.2500	0	27.201	0	234.50	0	71.90	0		8	0.01	0	0.000141	0	1.80	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		834.00	0	3.8860	0	34.2500	0	27.201	0	234.81	0	71.99	0		8	0.01	0	0.000145	0	1.79	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		832.00	0	3.8850	0	34.2500	0	27.201	0	235.02	0	72.06	0		8	0.01	0	0.000143	0	1.82	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		830.00	0	3.8910	0	34.2500	0	27.201	0	235.02	0	72.07	0		8	0.01	0	0.000142	0	1.81	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		828.00	0	3.8990	0	34.2490	0	27.199	0	235.33	0	72.18	0		8	0.01	0	0.000143	0	1.79	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		826.00	0	3.9040	0	34.2470	0	27.197	0	235.54	0	72.25	0		8	0.01	0	0.000143	0	1.81	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		824.00	0	3.9160	0	34.2460	0	27.195	0	235.96	0	72.40	0		8	0.01	0	0.000138	0	1.79	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		822.00	0	3.9170	0	34.2430	0	27.193	0	236.48	0	72.56	0		8	0.01	0	0.000147	0	1.80	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		820.00	0	3.9120	0	34.2400	0	27.191	0	237.32	0	72.80	0		8	0.01	0	0.000141	0	1.81	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		818.00	0	3.9060	0	34.2380	0	27.190	0	238.16	0	73.05	0		8	0.01	0	0.000143	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		816.00	0	3.8920	0	34.2330	0	27.187	0	238.78	0	73.21	0		8	0.01	0	0.000140	0	1.80	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		814.00	0	3.8770	0	34.2290	0	27.185	0	239.93	0	73.54	0		8	0.01	0	0.000140	0	1.75	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		812.00	0	3.8720	0	34.2270	0	27.184	0	240.87	0	73.82	0		8	0.01	0	0.000143	0	1.83	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		810.00	0	3.8440	0	34.2210	0	27.182	0	242.02	0	74.11	0		8	0.01	0	0.000139	0	1.79	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		808.00	0	3.8350	0	34.2190	0	27.182	0	242.86	0	74.35	0		8	0.00	0	0.000158	0	1.78	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		806.00	0	3.8300	0	34.2180	0	27.181	0	243.59	0	74.57	0		8	0.00	0	0.000139	0	1.79	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		804.00	0	3.8390	0	34.2180	0	27.181	0	243.90	0	74.68	0		8	0.01	0	0.000140	0	1.75	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		802.00	0	3.8480	0	34.2190	0	27.180	0	243.90	0	74.70	0	30.00	0	0.00	0	0.000143	0	1.75	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		800.00	0	3.8640	0	34.2200	0	27.180	0	243.80	0	74.69	0		8	0.01	0	0.000143	0	1.78	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		798.00	0	3.8870	0	34.2220	0	27.179	0	243.38	0	74.61	0		8	0.01	0	0.000141	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		796.00	0	3.9150	0	34.2250	0	27.178	0	243.07	0	74.57	0		8	0.01	0	0.000145	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		794.00	0	3.9120	0	34.2230	0	27.177	0	242.86	0	74.50	0		8	0.01	0	0.000142	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		792.00	0	3.9120	0	34.2220	0	27.176	0	243.07	0	74.56	0		8	0.01	0	0.000141	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		790.00	0	3.9160	0	34.2220	0	27.176	0	243.38	0	74.66	0		8	0.01	0	0.000147	0	1.75	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		788.00	0	3.9250	0	34.2220	0	27.175	0	243.49	0	74.71	0		8	0.01	0	0.000141	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		786.00	0	3.9330	0	34.2220	0	27.174	0	243.59	0	74.76	0		8	0.01	0	0.000143	0	1.74	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		784.00	0	3.9440	0	34.2230	0	27.174	0	243.59	0	74.78	0		8	0.00	0	0.000138	0	1.78	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		782.00	0	3.9600	0	34.2240	0	27.173	0	243.49	0	74.78	0		8	0.01	0	0.000143	0	1.74	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		780.00	0	3.9670	0	34.2250	0	27.173	0	243.28	0	74.73	0		8	0.01	0	0.000140	0	1.79	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		778.00	0	3.9830	0	34.2260	0	27.172	0	243.07	0	74.69	0		8	0.01	0	0.000149	0	1.75	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		776.00	0	3.9920	0	34.2260	0	27.171	0	243.07	0	74.71	0		8	0.01	0	0.000141	0	1.74	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		774.00	0	3.9990	0	34.2260	0	27.171	0	243.07	0	74.72	0		8	0.01	0	0.000138	0	1.74	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		772.00	0	4.0000	0	34.2250	0	27.170	0	243.17	0	74.75	0		8	0.00	0	0.000143	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		770.00	0	3.9970	0	34.2240	0	27.169	0	243.49	0	74.84	0		8	0.01	0	0.000138	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		768.00	0	3.9970	0	34.2240	0	27.169	0	243.69	0	74.91	0		8	0.01	0	0.000140	0	1.73	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		766.00	0	3.9960	0	34.2230	0	27.169	0	243.90	0	74.97	0		8	0.01	0	0.000145	0	1.73	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		764.00	0	3.9890	0	34.2190	0	27.166	0	244.32	0	75.08	0		8	0.00	0	0.000141	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		762.00	0	4.0240	0	34.2210	0	27.164	0	244.53	0	75.21	0		8	0.01	0	0.000141	0	1.74	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		760.00	0	4.0610	0	34.2240	0	27.163	0	244.22	0	75.19	0		8	0.01	0	0.000141	0	1.73	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		758.00	0	4.0770	0	34.2260	0	27.163	0	243.90	0	75.12	0		8	0.01	0	0.000142	0	1.73	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		756.00	0	4.0930	0	34.2260	0	27.161	0	243.69	0	75.08	0		8	0.01	0	0.000140	0	1.77	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		754.00	0	4.0970	0	34.2220	0	27.157	0	243.90	0	75.15	0		8	0.01	0	0.000140	0	1.74	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		752.00	0	4.0950	0	34.2180	0	27.154	0	244.84	0	75.44	0	29.40	0	0.01	0	0.000139	0	1.74	0
0037SoOcn	11	C	01/27/2015	17:53	10.365	-39.123		750.00	0	4.1090	0	34.2180	0	27.153	0	245.58	0	75.69	0		8	0.00	0	0.000139	0	1.72	0
