//0
//Oxygen, 1.045
//Nitrate, 1, 1, 0,0,
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		376.00	0	10.5030	0	34.8380	0	26.738	0	225.62	0	80.86	0		8	0.00	0	0.000152	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		374.00	0	10.5440	0	34.8440	0	26.736	0	225.30	0	80.82	0		8	0.01	0	0.000154	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		372.00	0	10.5900	0	34.8500	0	26.732	0	224.99	0	80.80	0		8	0.00	0	0.000172	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		370.00	0	10.6360	0	34.8540	0	26.727	0	225.30	0	80.99	0		8	0.01	0	0.000154	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		368.00	0	10.6470	0	34.8570	0	26.728	0	225.62	0	81.12	0		8	0.01	0	0.000156	0	1.68	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		366.00	0	10.6960	0	34.8640	0	26.724	0	225.51	0	81.18	0		8	0.00	0	0.000154	0	1.68	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		364.00	0	10.7240	0	34.8680	0	26.723	0	225.41	0	81.19	0		8	0.00	0	0.000155	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		362.00	0	10.7400	0	34.8710	0	26.722	0	225.41	0	81.22	0	14.20	0	0.00	0	0.000153	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		360.00	0	10.7590	0	34.8740	0	26.721	0	225.30	0	81.22	0		8	0.00	0	0.000159	0	1.70	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		358.00	0	10.7930	0	34.8770	0	26.717	0	225.51	0	81.35	0		8	0.00	0	0.000159	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		356.00	0	10.8150	0	34.8800	0	26.716	0	225.82	0	81.51	0		8	0.01	0	0.000153	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		354.00	0	10.8270	0	34.8810	0	26.714	0	226.14	0	81.64	0		8	0.01	0	0.000155	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		352.00	0	10.8510	0	34.8830	0	26.712	0	226.24	0	81.72	0		8	0.01	0	0.000161	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		350.00	0	10.8910	0	34.8870	0	26.707	0	226.35	0	81.83	0	13.70	0	0.00	0	0.000153	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		348.00	0	10.9080	0	34.8890	0	26.706	0	226.45	0	81.90	0		8	0.00	0	0.000157	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		346.00	0	10.9380	0	34.8900	0	26.701	0	226.66	0	82.03	0		8	0.00	0	0.000153	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		344.00	0	10.9510	0	34.8910	0	26.700	0	226.77	0	82.09	0		8	0.01	0	0.000158	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		342.00	0	10.9660	0	34.8930	0	26.699	0	226.97	0	82.19	0	13.60	0	0.01	0	0.000154	0	1.69	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		340.00	0	10.9770	0	34.8940	0	26.697	0	227.18	0	82.29	0		8	0.01	0	0.000154	0	1.68	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		338.00	0	10.9980	0	34.8970	0	26.696	0	227.39	0	82.40	0		8	0.00	0	0.000154	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		336.00	0	11.0670	0	34.9050	0	26.690	0	227.18	0	82.45	0		8	0.00	0	0.000155	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		334.00	0	11.1200	0	34.9140	0	26.687	0	226.97	0	82.48	0		8	0.00	0	0.000153	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		332.00	0	11.1870	0	34.9230	0	26.682	0	226.56	0	82.45	0	12.90	0	0.00	0	0.000160	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		330.00	0	11.2390	0	34.9320	0	26.679	0	226.24	0	82.43	0		8	0.00	0	0.000154	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		328.00	0	11.3030	0	34.9420	0	26.675	0	225.82	0	82.39	0		8	0.00	0	0.000157	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		326.00	0	11.3540	0	34.9520	0	26.674	0	225.62	0	82.41	0		8	0.00	0	0.000152	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		324.00	0	11.4000	0	34.9610	0	26.672	0	225.20	0	82.35	0		8	0.01	0	0.000159	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		322.00	0	11.4390	0	34.9680	0	26.670	0	224.88	0	82.30	0	13.00	0	0.00	0	0.000153	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		320.00	0	11.4770	0	34.9760	0	26.669	0	224.47	0	82.22	0		8	0.00	0	0.000157	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		318.00	0	11.5660	0	34.9890	0	26.663	0	223.84	0	82.15	0		8	0.01	0	0.000153	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		316.00	0	11.6330	0	34.9980	0	26.657	0	223.21	0	82.04	0		8	0.00	0	0.000163	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		314.00	0	11.6800	0	35.0050	0	26.654	0	222.69	0	81.94	0		8	0.01	0	0.000158	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		312.00	0	11.7040	0	35.0080	0	26.652	0	222.59	0	81.94	0	12.70	0	0.01	0	0.000167	0	1.68	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		310.00	0	11.7270	0	35.0110	0	26.650	0	222.59	0	81.98	0		8	0.01	0	0.000155	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		308.00	0	11.7370	0	35.0120	0	26.649	0	222.69	0	82.04	0		8	0.01	0	0.000157	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		306.00	0	11.7420	0	35.0120	0	26.648	0	222.90	0	82.12	0		8	0.00	0	0.000157	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		304.00	0	11.7510	0	35.0130	0	26.647	0	223.00	0	82.18	0		8	0.01	0	0.000164	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		302.00	0	11.7700	0	35.0130	0	26.643	0	223.21	0	82.29	0	12.50	0	0.00	0	0.000156	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		300.00	0	11.8010	0	35.0140	0	26.638	0	223.11	0	82.31	0		8	0.00	0	0.000156	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		298.00	0	11.8260	0	35.0160	0	26.635	0	223.32	0	82.43	0		8	0.00	0	0.000159	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		296.00	0	11.8500	0	35.0160	0	26.630	0	223.53	0	82.55	0		8	0.00	0	0.000159	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		294.00	0	11.8800	0	35.0200	0	26.628	0	223.42	0	82.56	0		8	0.00	0	0.000152	0	1.68	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		292.00	0	11.9370	0	35.0270	0	26.622	0	223.11	0	82.55	0		8	0.00	0	0.000155	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		290.00	0	11.9700	0	35.0320	0	26.620	0	222.79	0	82.49	0	11.90	0	0.01	0	0.000155	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		288.00	0	11.9870	0	35.0360	0	26.620	0	222.59	0	82.45	0		8	0.00	0	0.000153	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		286.00	0	12.0350	0	35.0430	0	26.616	0	222.48	0	82.50	0		8	0.01	0	0.000159	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		284.00	0	12.0750	0	35.0490	0	26.613	0	222.38	0	82.53	0		8	0.00	0	0.000162	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		282.00	0	12.1350	0	35.0580	0	26.608	0	222.06	0	82.52	0		8	0.00	0	0.000157	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		280.00	0	12.1840	0	35.0640	0	26.604	0	221.85	0	82.53	0	11.60	0	0.00	0	0.000155	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		278.00	0	12.2020	0	35.0680	0	26.603	0	221.96	0	82.60	0		8	0.00	0	0.000152	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		276.00	0	12.2450	0	35.0730	0	26.599	0	221.85	0	82.64	0		8	0.00	0	0.000167	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		274.00	0	12.2460	0	35.0730	0	26.599	0	221.96	0	82.68	0		8	0.00	0	0.000155	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		271.90	0	12.2650	0	35.0760	0	26.597	0	221.96	0	82.72	0	11.50	0	0.01	0	0.000155	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		270.00	0	12.3030	0	35.0800	0	26.593	0	221.75	0	82.71	0		8	0.00	0	0.000154	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		268.00	0	12.3130	0	35.0770	0	26.589	0	221.96	0	82.80	0		8	0.01	0	0.000155	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		266.00	0	12.3150	0	35.0750	0	26.587	0	222.06	0	82.84	0		8	0.00	0	0.000152	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		264.00	0	12.3090	0	35.0700	0	26.584	0	222.38	0	82.95	0		8	0.00	0	0.000165	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		262.00	0	12.3100	0	35.0650	0	26.580	0	222.48	0	82.98	0	11.00	0	0.00	0	0.000153	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		260.00	0	12.3160	0	35.0630	0	26.577	0	222.59	0	83.03	0		8	0.01	0	0.000152	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		258.00	0	12.3320	0	35.0630	0	26.574	0	222.59	0	83.06	0		8	0.00	0	0.000153	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		256.00	0	12.3540	0	35.0650	0	26.571	0	222.69	0	83.14	0		8	0.00	0	0.000153	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		254.00	0	12.4200	0	35.0750	0	26.566	0	222.17	0	83.06	0		8	0.01	0	0.000156	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		252.00	0	12.5040	0	35.0880	0	26.560	0	221.44	0	82.94	0		8	0.00	0	0.000157	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		250.00	0	12.5990	0	35.1020	0	26.552	0	220.70	0	82.84	0	10.80	0	0.01	0	0.000162	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		248.00	0	12.6200	0	35.1060	0	26.551	0	220.60	0	82.84	0		8	0.01	0	0.000160	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		246.00	0	12.6200	0	35.1050	0	26.550	0	220.70	0	82.88	0		8	0.00	0	0.000150	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		244.00	0	12.6190	0	35.1040	0	26.550	0	220.91	0	82.95	0		8	0.00	0	0.000150	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		242.00	0	12.6240	0	35.1010	0	26.546	0	221.33	0	83.12	0	10.30	0	0.00	0	0.000156	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		240.00	0	12.6370	0	35.1010	0	26.544	0	221.85	0	83.34	0		8	0.01	0	0.000155	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		238.00	0	12.6550	0	35.1010	0	26.540	0	222.17	0	83.49	0		8	0.01	0	0.000154	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		236.00	0	12.6630	0	35.0970	0	26.536	0	222.69	0	83.69	0		8	0.00	0	0.000155	0	1.65	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		234.00	0	12.6650	0	35.0900	0	26.530	0	223.32	0	83.93	0		8	0.01	0	0.000153	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		232.00	0	12.6740	0	35.0870	0	26.526	0	223.63	0	84.06	0	9.70	0	0.01	0	0.000153	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		230.00	0	12.6830	0	35.0820	0	26.520	0	224.68	0	84.47	0		8	0.00	0	0.000153	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		228.00	0	12.7070	0	35.0850	0	26.518	0	225.41	0	84.79	0		8	0.00	0	0.000152	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		226.00	0	12.7330	0	35.0890	0	26.515	0	225.62	0	84.91	0		8	0.01	0	0.000149	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		224.00	0	12.7960	0	35.0970	0	26.509	0	225.30	0	84.91	0		8	0.00	0	0.000152	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		222.00	0	12.8380	0	35.1020	0	26.505	0	224.88	0	84.83	0	9.40	0	0.00	0	0.000149	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		220.00	0	12.9210	0	35.1190	0	26.501	0	224.26	0	84.75	0		8	0.01	0	0.000153	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		218.00	0	13.0260	0	35.1400	0	26.496	0	222.69	0	84.35	0		8	0.00	0	0.000152	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		216.00	0	13.1470	0	35.1620	0	26.489	0	220.29	0	83.66	0		8	0.01	0	0.000155	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		214.00	0	13.2180	0	35.1750	0	26.485	0	218.51	0	83.11	0		8	0.01	0	0.000156	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		212.00	0	13.3180	0	35.1920	0	26.477	0	216.63	0	82.58	0	9.80	0	0.01	0	0.000156	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		210.00	0	13.4200	0	35.2090	0	26.470	0	214.75	0	82.04	0		8	0.02	0	0.000155	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		208.00	0	13.4770	0	35.2170	0	26.464	0	213.60	0	81.70	0		8	0.02	0	0.000154	0	1.71	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		206.00	0	13.4960	0	35.2160	0	26.459	0	213.49	0	81.69	0		8	0.02	0	0.000153	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		204.00	0	13.5050	0	35.2150	0	26.457	0	213.91	0	81.86	0		8	0.02	0	0.000155	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		202.00	0	13.5150	0	35.2160	0	26.456	0	214.23	0	82.00	0	9.50	0	0.01	0	0.000158	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		200.00	0	13.5260	0	35.2160	0	26.453	0	214.43	0	82.10	0		8	0.02	0	0.000156	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		198.00	0	13.5440	0	35.2080	0	26.443	0	215.06	0	82.37	0		8	0.02	0	0.000155	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		196.00	0	13.4890	0	35.1820	0	26.435	0	217.88	0	83.34	0		8	0.02	0	0.000160	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		194.00	0	13.5260	0	35.1820	0	26.427	0	220.50	0	84.40	0		8	0.01	0	0.000147	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		192.00	0	13.6130	0	35.1920	0	26.417	0	221.23	0	84.84	0	8.30	0	0.01	0	0.000155	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		190.00	0	13.6370	0	35.1930	0	26.412	0	221.85	0	85.12	0		8	0.02	0	0.000156	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		188.00	0	13.6460	0	35.1900	0	26.408	0	222.79	0	85.50	0		8	0.02	0	0.000153	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		186.00	0	13.6290	0	35.1780	0	26.403	0	223.63	0	85.78	0		8	0.01	0	0.000155	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		184.00	0	13.6300	0	35.1770	0	26.402	0	224.36	0	86.06	0		8	0.02	0	0.000152	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		182.00	0	13.6280	0	35.1740	0	26.400	0	224.78	0	86.22	0		8	0.02	0	0.000157	0	1.56	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		180.00	0	13.5830	0	35.1540	0	26.393	0	225.62	0	86.45	0		8	0.02	0	0.000158	0	1.56	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		178.00	0	13.5680	0	35.1440	0	26.389	0	227.08	0	86.98	0	7.40	0	0.02	0	0.000160	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		176.00	0	13.6620	0	35.1640	0	26.385	0	227.39	0	87.28	0		8	0.02	0	0.000155	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		174.00	0	13.8850	0	35.2050	0	26.370	0	226.35	0	87.29	0		8	0.02	0	0.000157	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		172.00	0	14.1540	0	35.2620	0	26.357	0	224.15	0	86.95	0		8	0.01	0	0.000155	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		170.00	0	14.3450	0	35.3030	0	26.348	0	220.60	0	85.93	0	7.60	0	0.01	0	0.000150	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		168.00	0	14.3990	0	35.3190	0	26.349	0	217.78	0	84.93	0		8	0.01	0	0.000152	0	1.64	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		166.00	0	14.4690	0	35.3380	0	26.349	0	216.00	0	84.36	0		8	0.01	0	0.000152	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		164.00	0	14.5890	0	35.3610	0	26.340	0	213.91	0	83.76	0		8	0.00	0	0.000147	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		162.00	0	14.6240	0	35.3670	0	26.337	0	212.34	0	83.21	0		8	0.01	0	0.000150	0	1.67	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		160.00	0	14.6410	0	35.3670	0	26.334	0	212.14	0	83.16	0	8.00	0	0.01	0	0.000152	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		158.00	0	14.6730	0	35.3660	0	26.326	0	212.55	0	83.37	0		8	0.01	0	0.000151	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		156.00	0	14.6940	0	35.3640	0	26.320	0	213.49	0	83.78	0		8	0.02	0	0.000152	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		154.00	0	14.6930	0	35.3610	0	26.318	0	214.43	0	84.14	0		8	0.01	0	0.000151	0	1.66	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		152.00	0	14.6540	0	35.3450	0	26.314	0	215.58	0	84.52	0	7.20	0	0.02	0	0.000153	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		150.00	0	14.6400	0	35.3360	0	26.310	0	217.05	0	85.06	0		8	0.02	0	0.000156	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		148.00	0	14.6810	0	35.3420	0	26.306	0	217.88	0	85.47	0		8	0.03	0	0.000157	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		146.10	0	14.7280	0	35.3480	0	26.300	0	218.09	0	85.63	0		8	0.02	0	0.000161	0	1.55	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		144.00	0	14.7910	0	35.3580	0	26.294	0	217.88	0	85.66	0		8	0.03	0	0.000162	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		142.00	0	14.9040	0	35.3760	0	26.283	0	216.84	0	85.45	0	7.30	0	0.02	0	0.000150	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		140.00	0	15.0260	0	35.3980	0	26.273	0	215.79	0	85.26	0		8	0.02	0	0.000147	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		138.00	0	15.1010	0	35.4090	0	26.265	0	215.58	0	85.31	0		8	0.01	0	0.000153	0	1.57	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		136.00	0	15.1210	0	35.4140	0	26.265	0	215.58	0	85.35	0		8	0.01	0	0.000149	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		134.00	0	15.1510	0	35.4180	0	26.261	0	215.58	0	85.40	0		8	0.02	0	0.000147	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		132.00	0	15.1690	0	35.4200	0	26.259	0	215.69	0	85.47	0		8	0.02	0	0.000153	0	1.56	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		130.00	0	15.1750	0	35.4150	0	26.254	0	215.79	0	85.52	0	7.10	0	0.02	0	0.000156	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		128.00	0	15.2220	0	35.4190	0	26.246	0	215.48	0	85.48	0		8	0.02	0	0.000156	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		126.00	0	15.2850	0	35.4190	0	26.232	0	214.85	0	85.34	0		8	0.02	0	0.000157	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		124.00	0	15.2840	0	35.4150	0	26.229	0	214.43	0	85.17	0		8	0.03	0	0.000158	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		122.00	0	15.3020	0	35.4100	0	26.221	0	214.02	0	85.03	0	6.60	0	0.04	0	0.000166	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		120.00	0	15.3840	0	35.4160	0	26.208	0	214.43	0	85.34	0		8	0.06	0	0.000167	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		118.00	0	15.4340	0	35.4210	0	26.200	0	216.11	0	86.09	0		8	0.08	0	0.000174	0	1.57	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		116.00	0	15.4580	0	35.4220	0	26.196	0	217.78	0	86.80	0		8	0.11	0	0.000174	0	1.57	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		114.00	0	15.4860	0	35.4210	0	26.189	0	219.55	0	87.56	0		8	0.14	0	0.000181	0	1.54	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		112.00	0	15.5360	0	35.4190	0	26.176	0	220.50	0	88.02	0	5.30	0	0.15	0	0.000184	0	1.54	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		110.00	0	15.6060	0	35.4120	0	26.155	0	220.91	0	88.30	0		8	0.18	0	0.000185	0	1.57	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		108.00	0	15.6820	0	35.4080	0	26.134	0	221.33	0	88.60	0		8	0.21	0	0.000197	0	1.56	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		106.00	0	15.7240	0	35.4060	0	26.123	0	220.91	0	88.51	0		8	0.23	0	0.000199	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		104.00	0	15.7960	0	35.4130	0	26.112	0	220.29	0	88.38	0		8	0.24	0	0.000195	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		102.00	0	15.9290	0	35.4310	0	26.096	0	218.30	0	87.83	0		8	0.20	0	0.000187	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		100.00	0	16.0090	0	35.4410	0	26.085	0	216.21	0	87.13	0	5.50	0	0.18	0	0.000195	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		98.00	0	16.0490	0	35.4460	0	26.080	0	215.37	0	86.86	0		8	0.20	0	0.000185	0	1.62	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		96.00	0	16.1690	0	35.4660	0	26.067	0	213.70	0	86.40	0	5.80	0	0.17	0	0.000190	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		94.00	0	16.2440	0	35.4730	0	26.056	0	211.82	0	85.77	0		8	0.15	0	0.000188	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		92.00	0	16.2690	0	35.4720	0	26.049	0	211.51	0	85.68	0		8	0.16	0	0.000193	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		90.00	0	16.3080	0	35.4700	0	26.038	0	212.03	0	85.96	0	5.50	0	0.18	0	0.000200	0	1.61	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		88.00	0	16.3960	0	35.4790	0	26.025	0	212.55	0	86.32	0		8	0.19	0	0.000207	0	1.58	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		86.00	0	16.4890	0	35.4820	0	26.005	0	213.18	0	86.74	0	4.90	0	0.24	0	0.000225	0	1.59	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		84.00	0	16.5790	0	35.4870	0	25.988	0	213.81	0	87.15	0		8	0.28	0	0.000212	0	1.60	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		82.00	0	16.7540	0	35.5010	0	25.958	0	213.60	0	87.37	0	4.80	0	0.34	0	0.000225	0	1.55	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		80.00	0	16.9530	0	35.5210	0	25.926	0	212.87	0	87.41	0		8	0.40	0	0.000227	0	1.55	0
0037SoOcn	19	C	03/10/2015	20:18	12.735	-36.400		78.00	0	17.0940	0	35.5340	0	25.902	0	212.87	0	87.66	0		8	0.44	0	0.000235	0	1.54	0
