//0																									
//Oxygen, 1.126
//Nitrate, 1,1,0,0
//pH, 1, -0.165, 0
//pH, 2, .03, 0
//pH, 3, 0.010, 0
//pH, 4, 0.01, 0
//pH, 5, -0.001, -0.1008
//pH, 30, 0, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		1697.99	0	3.0276	0	34.4479	0	27.401	0	187.37	0	56.32	0		8	7.8175	8	7.5879	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		1599.76	0	3.1217	0	34.4281	0	27.375	0	188.94	0	56.92	0		8	7.8220	8	7.5901	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		1499.28	0	3.2272	0	34.4073	0	27.347	0	191.87	0	57.94	0		8	7.8277	8	7.5935	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		1399.29	0	3.3662	0	34.3885	0	27.317	0	195.02	0	59.09	0		8	7.8366	8	7.6003	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		1298.68	0	3.6416	0	34.36	0	27.265	0	199.53	0	60.86	0		8	7.8471	8	7.6104	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		1199.19	0	4.0892	0	34.3282	0	27.189	0	207.07	0	63.84	0		8	7.8628	8	7.6278	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		1098.68	0	4.7669	0	34.3095	0	27.096	0	213.71	0	66.97	0		8	7.8787	8	7.6484	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		999.48	0	5.4089	0	34.3072	0	27.016	0	222.27	0	70.73	0		8	7.8983	8	7.6721	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		950.57	0	5.7773	0	34.3089	0	26.971	0	228.35	0	73.30	0		8	7.8699	8	7.6495	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		901.64	0	6.0848	0	34.3138	0	26.935	0	235.00	0	75.98	0		8	7.8852	8	7.6663	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		851.59	0	6.3283	0	34.3227	0	26.91	0	240.74	0	78.29	0		8	7.8969	8	7.6788	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		801.36	0	6.5817	0	34.3353	0	26.886	0	245.92	0	80.45	0		8	7.9090	8	7.6918	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		751.32	0	6.8474	0	34.3523	0	26.864	0	251.32	0	82.74	0		8	7.9213	8	7.7052	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		700.92	0	7.0678	0	34.3689	0	26.847	0	255.04	0	84.40	0		8	7.9299	8	7.7145	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		651.5	0	7.2237	0	34.3795	0	26.834	0	256.95	0	85.35	0		8	7.9356	8	7.7202	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		600.94	0	7.3685	0	34.3902	0	26.822	0	260.44	0	86.80	0		8	7.9452	8	7.7294	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		551.32	0	7.5313	0	34.4048	0	26.811	0	262.25	0	87.74	0		8	7.9554	8	7.7394	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		501.45	0	7.7713	0	34.4292	0	26.796	0	265.17	0	89.22	0		8	7.9668	8	7.7517	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		451.54	0	7.9342	0	34.4494	0	26.788	0	267.99	0	90.51	0		8	7.9753	8	7.7602	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		399.7	0	8.1317	0	34.4732	0	26.779	0	272.83	0	92.57	0		8	7.9896	8	7.7744	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		380.95	0	8.1942	0	34.4813	0	26.776	0	274.97	0	93.43	0		8	7.9971	8	7.7815	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		361.22	0	8.2578	0	34.4902	0	26.774	0	278.80	0	94.88	0		8	8.0032	8	7.7873	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		350.69	0	8.2774	0	34.4915	0	26.772	0	279.81	0	95.26	0		8	8.0051	8	7.7890	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		341.32	0	8.286	0	34.4927	0	26.772	0	280.37	0	95.48	0		8	8.0064	8	7.7900	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		331.29	0	8.2918	0	34.4923	0	26.77	0	280.49	0	95.53	0		8	8.0073	8	7.7906	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		321.48	0	8.3139	0	34.4951	0	26.769	0	280.26	0	95.50	0		8	8.0076	8	7.7909	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		311.73	0	8.309	0	34.4934	0	26.769	0	279.92	0	95.37	0		8	8.0077	8	7.7906	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		301.43	0	8.3118	0	34.4918	0	26.767	0	279.59	0	95.26	0		8	8.0079	8	7.7905	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		291.28	0	8.3218	0	34.4921	0	26.766	0	279.25	0	95.17	0		8	8.0093	8	7.7916	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		281.21	0	8.3637	0	34.4974	0	26.764	0	279.59	0	95.38	0		8	8.0093	8	7.7918	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		271.29	0	8.354	0	34.4921	0	26.761	0	279.81	0	95.43	0		8	8.0105	8	7.7924	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		261.45	0	8.3705	0	34.4917	0	26.758	0	279.36	0	95.31	0		8	8.0101	8	7.7920	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		251.1	0	8.3898	0	34.4923	0	26.755	0	278.91	0	95.20	0		8	8.0115	8	7.7933	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		241.24	0	8.4093	0	34.4914	0	26.752	0	278.69	0	95.16	0		8	8.0132	8	7.7947	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		230.94	0	8.4164	0	34.4914	0	26.751	0	278.80	0	95.22	0		8	8.0122	8	7.7936	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		220.92	0	8.4365	0	34.4912	0	26.747	0	278.80	0	95.26	0		8	8.0141	8	7.7952	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		210.87	0	8.4519	0	34.4907	0	26.745	0		8		8		8	8.0189	8	7.7996	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		200.52	0	8.4759	0	34.4901	0	26.74	0		8		8		8	8.0229	8	7.8032	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		190.26	0	8.493	0	34.4892	0	26.737	0	279.92	0	95.76	0		8	8.0213	8	7.8017	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		181.03	0	8.5044	0	34.487	0	26.733	0	279.92	0	95.79	0		8	8.0213	8	7.8015	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		170.58	0	8.5125	0	34.4852	0	26.731	0	280.15	0	95.88	0		8	8.0222	8	7.8021	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		161.26	0	8.5173	0	34.4836	0	26.729	0	280.26	0	95.93	0		8	8.0199	8	7.7998	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		151.17	0	8.5359	0	34.4788	0	26.722	0	280.15	0	95.93	0		8	8.0203	8	7.8001	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		141.53	0	8.5494	0	34.4773	0	26.718	0	280.04	0	95.92	0		8	8.0195	8	7.7992	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		131.01	0	8.5679	0	34.4743	0	26.713	0	279.92	0	95.92	0		8	24.7252	8	23.1114	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		121.34	0	8.5891	0	34.4718	0	26.708	0	279.81	0	95.92	0		8	8.0180	8	7.7977	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		111.03	0	8.6634	0	34.4665	0	26.692	0	279.70	0	96.04	0		8	8.0191	8	7.7995	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		101.76	0	8.811	0	34.4583	0	26.662	0	280.82	0	96.74	0		8	8.0220	8	7.8039	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		96.72	0	8.9081	0	34.4563	0	26.645	0	281.39	0	97.14	0		8	8.0292	8	7.8117	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		91.28	0	9.1381	0	34.4472	0	26.601	0	282.74	0	98.10	0		8	8.0346	8	7.8198	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		86.58	0	9.4933	0	34.4407	0	26.538	0	283.53	0	99.15	0		8	8.0360	8	7.8259	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		81.33	0	9.9689	0	34.4338	0	26.453	0	282.85	0	99.95	0		8	8.0441	8	7.8400	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		76.5	0	11.2464	0	34.4022	0	26.204	0		8		8		8	8.0477	8	7.8615	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		71.49	0	12.6132	0	34.3785	0	25.929	0	272.83	0	101.97	0		8	8.0526	8	7.8857	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		66.85	0	13.7215	0	34.343	0	25.679	0	265.74	0	101.60	0		8	8.0608	8	7.9092	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		60.83	0	13.7497	0	34.3485	0	25.677	0		8		8		8	8.0625	8	7.9110	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		55.67	0	13.7498	0	34.3483	0	25.677	0	266.19	0	101.83	0		8	8.0626	8	7.9109	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		51.4	0	13.7489	0	34.3485	0	25.678	0	265.96	0	101.75	0		8	8.0645	8	7.9125	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		46.48	0	13.7489	0	34.3483	0	25.677	0	265.96	0	101.75	0		8	8.0626	8	7.9106	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		41.52	0	13.7481	0	34.3486	0	25.678	0	265.96	0	101.74	0		8	8.0628	8	7.9106	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		36.73	0	13.747	0	34.3485	0	25.678	0	265.96	0	101.74	0		8	8.0630	8	7.9107	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		31.76	0	13.7461	0	34.3486	0	25.678	0	265.96	0	101.74	0		8	8.0625	8	7.9100	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		26.48	0	13.7414	0	34.3489	0	25.68	0	266.07	0	101.77	0		8	8.0629	8	7.9102	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		21.55	0	13.7414	0	34.3485	0	25.679	0	266.07	0	101.77	0		8	8.0644	8	7.9114	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		16.77	0	13.7408	0	34.3484	0	25.679	0	266.07	0	101.77	0		8	8.0613	8	7.9083	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		11.36	0	13.7395	0	34.3488	0	25.68	0	266.07	0	101.77	0		8	8.0630	8	7.9097	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978		7.48	0	13.7407	0	34.3484	0	25.679	0	266.19	0	101.81	0		8	8.0626	8	7.9092	8
9101SoOcn	1	C	04/18/2014	18:43	209.85	-44.978																			
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		1698.54	0	3.0248	0	34.4474	0	27.4	0	186.58	0	56.08	0		8	7.8202	0	7.5879	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		1599.48	0	3.116	0	34.4288	0	27.376	0	188.72	0	56.84	0		8	7.8251	0	7.5904	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		1499.51	0	3.2441	0	34.4051	0	27.343	0	192.32	0	58.10	0		8	7.8327	0	7.5958	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		1399.83	0	3.3596	0	34.389	0	27.318	0	194.91	0	59.05	0		8	7.8405	0	7.6013	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		1299.9	0	3.6211	0	34.3626	0	27.269	0	198.74	0	60.59	0		8	7.8501	0	7.6104	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		1198.96	0	4.0843	0	34.3282	0	27.19	0	206.85	0	63.76	0		8	7.8646	0	7.6268	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		1100.03	0	4.7471	0	34.3105	0	27.099	0	213.60	0	66.90	0		8	7.8834	0	7.6500	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		999.94	0	5.4794	0	34.3075	0	27.007	0	223.29	0	71.17	0		8	7.9046	0	7.6763	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		950.89	0	5.8455	0	34.3102	0	26.963	0	230.04	0	73.96	0		8	7.9122	0	7.6869	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		900.85	0	6.0952	0	34.3143	0	26.934	0	235.78	0	76.26	0		8	7.9215	0	7.6972	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		851.08	0	6.3037	0	34.3216	0	26.912	0	240.18	0	78.06	0		8	7.9296	0	7.7060	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		799.58	0	6.5545	0	34.3339	0	26.889	0	245.36	0	80.22	0		8	7.9387	0	7.7161	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		751.72	0	6.7465	0	34.3461	0	26.873	0	249.52	0	81.95	0		8	7.9463	0	7.7242	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		701.75	0	6.9773	0	34.3617	0	26.854	0	253.58	0	83.74	0		8	7.9526	0	7.7316	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		651.16	0	7.194	0	34.3776	0	26.836	0	256.50	0	85.14	0		8	7.9606	0	7.7403	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		601.66	0	7.3638	0	34.39	0	26.822	0	259.21	0	86.38	0		8	7.9655	0	7.7455	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		550.71	0	7.5418	0	34.406	0	26.81	0	261.91	0	87.64	0		8	8.0123	8	7.7893	8
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		500.87	0	7.7078	0	34.4231	0	26.8	0	264.27	0	88.78	0		8	7.9809	0	7.7612	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		451.51	0	7.9226	0	34.4477	0	26.789	0	267.88	0	90.45	0		8	7.9916	0	7.7725	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		401.6	0	8.1148	0	34.472	0	26.78	0	273.06	0	92.61	0		8	8.0033	0	7.7843	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		380.66	0	8.1907	0	34.4815	0	26.777	0	275.42	0	93.58	0		8	8.0089	0	7.7898	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		361.63	0	8.2489	0	34.4886	0	26.774	0	278.23	0	94.66	0		8	8.0144	0	7.7950	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		350.76	0	8.2641	0	34.4908	0	26.773	0	279.25	0	95.04	0		8	8.0155	0	7.7959	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		340.95	0	8.2716	0	34.4913	0	26.773	0	279.59	0	95.18	0		8	8.0165	0	7.7966	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		331.45	0	8.2834	0	34.4926	0	26.772	0	280.04	0	95.35	0		8	8.0189	0	7.7987	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		321.18	0	8.2879	0	34.4929	0	26.771	0	280.15	0	95.40	0		8	8.0195	0	7.7990	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		310.97	0	8.2948	0	34.4928	0	26.77	0	280.04	0	95.38	0		8	8.0191	0	7.7983	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		301.29	0	8.2979	0	34.493	0	26.77	0	280.15	0	95.42	0		8	8.0210	0	7.7998	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		290.78	0	8.3035	0	34.4927	0	26.769	0	280.15	0	95.44	0		8	8.0207	0	7.7993	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		281.44	0	8.3077	0	34.4923	0	26.768	0	279.81	0	95.33	0		8	8.0219	0	7.8001	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		271.56	0	8.3152	0	34.4927	0	26.767	0	279.81	0	95.35	0		8	8.0213	0	7.7994	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		261.01	0	8.3271	0	34.4936	0	26.766	0	279.70	0	95.33	0		8	8.0210	0	7.7989	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		251.63	0	8.3289	0	34.4925	0	26.765	0	279.59	0	95.30	0		8	8.0217	0	7.7992	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		241.29	0	8.3446	0	34.4925	0	26.762	0	279.81	0	95.41	0		8	8.0224	0	7.7997	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		229.69	0	8.3655	0	34.4928	0	26.76	0	279.47	0	95.34	0		8	8.0233	0	7.8005	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		221.37	0	8.3834	0	34.4928	0	26.757	0	279.02	0	95.22	0		8	8.0237	0	7.8009	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		211.08	0	8.4012	0	34.4932	0	26.754	0	278.69	0	95.15	0		8	8.0249	0	7.8019	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		201.07	0	8.4266	0	34.4931	0	26.75	0	278.46	0	95.12	0		8	8.0250	0	7.8020	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		191.67	0	8.4443	0	34.4908	0	26.746	0	279.02	0	95.35	0		8	8.0271	0	7.8039	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		181.64	0	8.4611	0	34.4907	0	26.743	0	279.36	0	95.50	0		8	8.0279	0	7.8046	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		171.54	0	8.4792	0	34.4902	0	26.74	0	279.36	0	95.54	0		8	8.0295	0	7.8059	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		161.51	0	8.4988	0	34.489	0	26.736	0	279.36	0	95.58	0		8	8.0290	0	7.8054	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		150.83	0	8.5077	0	34.4864	0	26.732	0	279.59	0	95.68	0		8	8.0300	0	7.8061	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		141.25	0	8.5185	0	34.4834	0	26.728	0	279.92	0	95.82	0		8	8.0284	0	7.8044	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		130.76	0	8.535	0	34.4795	0	26.722	0	279.81	0	95.81	0		8	8.0288	0	7.8047	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		121.31	0	8.5424	0	34.4784	0	26.72	0	279.70	0	95.79	0		8	8.0285	0	7.8042	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		111.42	0	8.5678	0	34.4748	0	26.714	0	279.47	0	95.76	0		8	8.0277	0	7.8035	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		100.9	0	8.6012	0	34.4719	0	26.706	0	279.36	0	95.79	0		8	8.0267	0	7.8028	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		96.66	0	8.6277	0	34.4689	0	26.699	0	279.14	0	95.77	0		8	8.0278	0	7.8040	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		91.06	0	8.6471	0	34.4681	0	26.696	0	279.36	0	95.89	0		8	8.0279	0	7.8042	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		86.33	0	8.6739	0	34.4664	0	26.69	0	279.47	0	95.98	0		8	8.0287	0	7.8051	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		81.58	0	8.7032	0	34.4649	0	26.684	0	279.92	0	96.20	0		8	8.0295	0	7.8061	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		76.14	0	8.7881	0	34.4594	0	26.666	0	280.49	0	96.57	0		8	8.0324	0	7.8099	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		71.52	0	8.9259	0	34.4534	0	26.64	0	281.27	0	97.14	0		8	8.0334	0	7.8126	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		66.19	0	9.1068	0	34.4488	0	26.607	0	281.73	0	97.69	0		8	8.0400	0	7.8211	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		61.41	0	9.6954	0	34.4376	0	26.502	0		8		8		8	8.0649	0	7.8521	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		56.65	0	10.7959	0	34.4166	0	26.297	0	280.04	0	100.73	0		8	8.0545	0	7.8582	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		51.85	0	13.1238	0	34.3559	0	25.81	0	269.00	0	101.60	0		8	8.0714	0	7.9073	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		46.54	0	13.487	0	34.3294	0	25.715	0	266.41	0	101.36	0		8	8.0736	0	7.9145	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		41.7	0	13.4947	0	34.3281	0	25.712	0	266.41	0	101.38	0		8	8.0725	0	7.9134	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		36.85	0	13.4995	0	34.3273	0	25.711	0	266.41	0	101.38	0		8	8.0725	0	7.9133	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		31.43	0	13.4986	0	34.3272	0	25.711	0	266.30	0	101.34	0		8	8.0726	0	7.9132	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		26.53	0	13.4977	0	34.3277	0	25.711	0		8		8		8	8.0735	0	7.9139	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		20.78	0	13.4976	0	34.3271	0	25.711	0		8		8		8	8.0733	0	7.9135	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		15.41	0	13.4973	0	34.3272	0	25.711	0		8		8		8	8.0735	0	7.9135	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		11.01	0	13.4971	0	34.3271	0	25.711	0		8		8		8	8.0726	0	7.9125	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027		7.55	0	13.4963	0	34.3273	0	25.711	0	266.64	0	101.46	0		8	8.0729	0	7.9127	0
9101SoOcn	2	C	04/24/2014	01:51	209.98	-45.027																			
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		  1698.76	0	  3.0170	0	34.4487	0	27.402	0	186.58	0	56.07	0		8	7.8193	0	7.5861	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		  1599.85	0	  3.1172	0	34.4287	0	27.376	0	188.94	0	56.91	0		8	7.8244	0	7.5889	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		  1498.33	0	  3.2236	0	34.4087	0	27.348	0	191.98	0	57.97	0		8	7.8310	0	7.5931	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		  1398.75	0	  3.3305	0	34.3928	0	27.324	0	194.80	0	58.97	0		8	7.8397	0	7.5993	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		  1298.90	0	  3.5678	0	34.3680	0	27.279	0	198.40	0	60.41	0		8	7.8480	0	7.6069	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		  1199.40	0	  3.9402	0	34.3377	0	27.214	0	204.93	0	62.95	0		8	7.8617	0	7.6213	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		  1098.24	0	  4.8357	0	34.3104	0	27.088	0	214.39	0	67.29	0		8	7.8827	0	7.6497	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   998.92	0	  5.3954	0	34.3072	0	27.018	0	221.60	0	70.49	0		8	7.9006	0	7.6707	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   951.47	0	  5.6872	0	34.3085	0	26.982	0	227.23	0	72.78	0		8	7.9075	0	7.6795	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   900.92	0	  5.9763	0	34.3119	0	26.947	0	232.86	0	75.10	0		8	7.9186	0	7.6921	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   850.84	0	  6.2224	0	34.3188	0	26.921	0	239.05	0	77.55	0		8	7.9292	0	7.7035	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   801.39	0	  6.5055	0	34.3309	0	26.893	0	244.79	0	79.94	0		8	7.9385	0	7.7145	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   751.18	0	  6.7290	0	34.3447	0	26.874	0	249.52	0	81.92	0		8	7.9464	0	7.7232	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   701.61	0	  6.9578	0	34.3617	0	26.856	0	253.46	0	83.66	0		8	7.9532	0	7.7311	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   651.36	0	  7.1661	0	34.3765	0	26.839	0	256.39	0	85.05	0		8	7.9600	0	7.7386	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   600.82	0	  7.3250	0	34.3876	0	26.826	0	258.87	0	86.19	0		8	7.9666	0	7.7452	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   551.04	0	  7.4921	0	34.4017	0	26.814	0	261.34	0	87.35	0		8	7.9729	0	7.7517	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   501.22	0	  7.6966	0	34.4218	0	26.801	0	264.05	0	88.68	0		8	7.9814	0	7.7607	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   451.23	0	  7.9173	0	34.4470	0	26.789	0		8		8		8	7.9941	0	7.7738	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   401.55	0	  8.1717	0	34.4797	0	26.778	0	275.76	0	93.65	0		8	8.0083	0	7.7889	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   380.64	0	  8.2410	0	34.4884	0	26.775	0	278.12	0	94.61	0		8	8.0138	0	7.7942	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   361.38	0	  8.2747	0	34.4928	0	26.773	0	280.26	0	95.41	0		8	8.0180	0	7.7979	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   351.01	0	  8.2844	0	34.4929	0	26.772	0	280.60	0	95.55	0		8	8.0184	0	7.7980	0
9101SoOcn	 3	C	04/29/2014	10:36	209.465	-44.925		   341.08	0	  8.2894	0	34.4925	0	26.771	0	280.49	0	95.52	0		8	8.0189	0	7.7982	0
