//0																									
//Oxygen, 1.13
//Nitrate, 1,1,0,0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1898.33	0	  1.9084	0	34.7383	0	27.744	0	186.11	0	54.50	0		8	0.01	0	0.000095	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1798.52	0	  1.9848	0	34.7348	0	27.735	0	183.51	0	53.84	0		8	0.01	0	0.000093	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1699.86	0	  2.0465	0	34.7289	0	27.724	0	181.48	0	53.33	0		8	0.02	0	0.000096	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1599.10	0	  2.1421	0	34.7164	0	27.705	0	178.43	0	52.55	0		8	0.02	0	0.000097	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1499.27	0	  2.2055	0	34.6992	0	27.685	0	175.26	0	51.70	0		8	0.02	0	0.000105	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1399.66	0	  2.2502	0	34.6850	0	27.67	0	173.34	0	51.18	0		8	0.04	0	0.000106	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1298.88	0	  2.3148	0	34.6655	0	27.648	0	171.65	0	50.76	0		8	0.01	0	0.000102	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1199.51	0	  2.3947	0	34.6362	0	27.616	0	169.84	0	50.31	0		8	0.02	0	0.000106	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		  1099.64	0	  2.4368	0	34.6084	0	27.59	0	168.94	0	50.09	0		8	0.02	0	0.000119	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   998.60	0	  2.4936	0	34.5691	0	27.552	0	169.05	0	50.18	0		8	0.01	0	0.000107	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   951.68	0	  2.5239	0	34.5523	0	27.536	0	169.50	0	50.35	0		8	0.03	0	0.000102	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   901.29	0	  2.5427	0	34.5322	0	27.517	0	170.40	0	50.63	0		8	0.01	0	0.000155	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   851.36	0	  2.5837	0	34.5133	0	27.498	0	171.76	0	51.08	0		8	0.03	0	0.000106	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   800.95	0	  2.6130	0	34.4777	0	27.466	0	174.13	0	51.81	0		8	0.02	0	0.000105	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   751.32	0	  2.5612	0	34.4296	0	27.432	0	180.12	0	53.51	0		8	0.02	0	0.000114	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   701.04	0	  2.6451	0	34.3924	0	27.393	0	184.98	0	55.05	0		8	0.01	0	0.000123	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   650.65	0	  2.7324	0	34.3642	0	27.362	0	189.39	0	56.48	0		8	0.01	0	0.000127	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   601.67	0	  2.8249	0	34.3529	0	27.343	0	191.42	0	57.21	0		8	0.01	0	0.000113	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   551.10	0	  2.8260	0	34.3155	0	27.313	0	199.56	0	59.63	0		8	0.02	0	0.000114	0
6091SoOcn	 1	C	03/27/2014	05:11	 174.161	-60.053		   500.84	0	  3.0182	0	34.2904	0	27.273	0	203.63	0	61.13	0		8	0.01	0	0.000119	0
